longitude,latitude
-81.62537,30.11887
-81.62413,30.30049
-81.61739,30.26641
-81.61729,30.20307
-81.59771,30.35158
-81.57777,30.22093
-81.55845,30.26862
-81.55631,30.18262
-81.54989,30.35235
-81.54706,30.32528
-81.50621,30.06316
-81.46365,30.25763
-81.46062,30.31991
-80.10077,26.93384
-80.44244,25.09323
-81.80592,24.56043
-81.78115,24.56018
-81.74072,24.57339
-81.59578,28.33945
-81.51591,28.33238
-81.47939,28.33489
-81.45944,28.30413
-81.44767,28.14695
-81.41201,28.30437
-81.36607,28.34485
-81.36539,28.29321
-81.43976,26.76282
-81.43595,26.76109
-81.9442,28.9384
-82.33792,30.024
-82.70686,30.18332
-82.6529,30.2354
-82.63924,30.18913
-81.35378,28.7559
-81.35825,27.29948
-81.60411,27.89883
-80.20451,26.61975
-80.14629,26.61926
-80.14566,26.58982
-80.09356,26.58599
-80.08879,26.62165
-80.05788,26.60365
-80.05742,26.61828
-81.97465,28.00169
-81.97384,27.93836
-81.96799,28.08283
-81.95676,28.00146
-81.91191,28.01212
-81.90953,28.04809
-82.82966,27.88019
-82.78747,27.92558
-82.77975,27.89444
-82.7495,27.91626
-82.72925,27.89149
-81.8875,28.8254
-81.77751,28.82015
-81.64814,26.60542
-81.36388,28.69768
-81.32681,28.7009
-80.29456,26.78004
-82.50359,28.12796
-85.64941,30.22963
-82.12301,30.26148
-81.03545,24.72942
-81.69961,25.93371
-80.20459,26.23615
-85.20383,30.76751
-86.65443,30.41347
-80.72095,28.23046
-80.67195,28.14848
-80.65213,28.07862
-80.6058,28.08393
-80.703065,28.383565
-80.69273,28.35734
-80.14111,25.79176
-80.13884,25.77411
-80.13432,25.8134
-80.13007,25.79078
-80.46557,25.68355
-80.43782,25.69897
-80.42256,25.68536
-80.41631,25.66324
-80.41598,25.73067
-80.41562,25.71423
-80.39899,25.7607
-80.38605,25.68692
-80.38179,25.73231
-80.37848,25.59251
-80.37611,25.62742
-80.37244,25.57064
-80.3681,25.75945
-80.36682,25.70088
-80.35141,25.73292
-80.34406,25.62171
-80.33553,25.74903
-80.33221,25.6475
-80.32735,25.80951
-80.32511,25.76999
-80.31779,25.79688
-80.31535,25.7479
-80.31371,25.84085
-80.31254,25.68487
-80.3085,25.73305
-80.30598,25.76296
-80.28874,25.77814
-80.28738,25.78219
-80.26469,25.80853
-80.26316,25.77185
-80.26257,25.75281
-80.26109,25.79972
-80.25553,25.77917
-80.24322,25.75031
-80.24156,25.847
-80.24007,25.80919
-80.23772,25.7391
-80.23742,25.72898
-80.23462,25.77218
-80.22275,25.76576
-80.21752,25.79509
-80.2111,25.89174
-80.20837,25.80991
-80.20808,25.82503
-80.20557,25.94652
-80.19561,25.92847
-80.19355,25.76625
-80.18908,25.79154
-80.18702,25.82497
-80.18657,25.96196
-80.18323,25.85882
-80.1638,25.88863
-80.16227,25.92583
-80.14642,25.96459
-80.14625,25.94856
-87.15174,30.60313
-87.0444,30.62173
-81.09809,26.83381
-81.80151,26.25593
-81.76671,26.16261
-81.76409,26.12457
-81.74106,26.2107
-81.70802,26.1795
-81.70373,26.06648
-80.42803,25.51771
-86.86354,30.40173
-82.73937,28.20873
-82.72798,28.25034
-80.94156,29.01462
-86.48796,30.52078
-86.4462,30.51633
-81.88792,26.6648
-80.20437,26.21232
-80.12131,25.94458
-80.17805,25.90033
-80.05843,26.85326
-82.22215,27.03872
-82.18758,29.14805
-82.18047,29.20428
-82.16858,29.16614
-82.14478,29.21433
-82.14024,29.17138
-82.12794,29.1856
-82.10606,29.187
-82.09129,29.19423
-82.08707,29.15917
-81.51627,28.57351
-80.82452,27.24362
-82.69967,28.05254
-80.27725,25.92566
-80.24494,25.93777
-80.24351,25.89888
-81.29771,28.92162
-81.7831,30.13287
-81.74495,30.1647
-81.72753,30.18616
-81.70444,30.11918
-81.50714,28.55201
-81.4997,28.45005
-81.47572,28.57855
-81.47067,28.4526
-81.45922,28.49505
-81.4575,28.55217
-81.45724,28.48268
-81.45451,28.46258
-81.43873,28.57822
-81.43393,28.61355
-81.42729,28.44311
-81.42178,28.36154
-81.41773,28.48252
-81.40485,28.42796
-81.4042,28.38557
-81.39648,28.47053
-81.39477,28.60627
-81.39068,28.55289
-81.37643,28.51025
-81.36378,28.45236
-81.33646,28.5533
-81.31062,28.51845
-81.31055,28.54082
-81.3099,28.48633
-81.28976,28.51783
-81.28443,28.56855
-81.21319,28.5969
-81.20657,28.56656
-81.498826,28.514193
-81.13022,28.56066
-81.15029,29.25448
-81.13333,29.33716
-81.08283,29.28119
-81.03588,29.28337
-81.24677,28.62267
-81.20818,28.65346
-81.66525,29.64136
-81.60786,29.64355
-80.63398,27.99844
-80.62202,28.03481
-80.133,26.83669
-80.29504,27.17226
-82.7719,28.09336
-82.73862,28.06613
-80.35369,25.60023
-82.55956,27.52101
-85.88938,30.23087
-85.81841,30.18449
-85.72966,30.18448
-85.65005,30.19206
-85.59138,30.14601
-80.24543,26.00923
-87.4277,30.30885
-87.31944,30.40199
-87.31237,30.51759
-87.29819,30.4612
-87.27755,30.40116
-87.27575,30.43418
-87.26092,30.53311
-87.26003,30.49031
-87.24137,30.46687
-87.2211,30.50989
-87.21038,30.47266
-87.19949,30.41842
-83.58151,30.09685
-82.72816,27.83891
-82.12157,27.98896
-82.10472,28.0345
-80.23212,26.13602
-80.26604,26.27238
-80.25353,26.24488
-80.25056,26.23966
-80.15448,26.23105
-80.15355,26.27424
-80.10257,26.23223
-80.09831,26.27077
-82.14053,27.01087
-82.08193,26.96911
-82.05158,27.01636
-81.0047,29.12728
-82.71246,28.28813
-85.30282,29.81057
-80.767317,28.472382
-80.39308,27.31479
-80.3748,27.25902
-80.30679,27.30327
-82.00912,26.89503
-84.59417,30.58757
-82.32649,27.85761
-80.73214,28.33069
-80.24515,26.68187
-81.29272,28.24202
-81.33486,28.80747
-81.28739,28.75692
-81.28034,28.77067
-81.27309,28.81069
-82.54921,27.36082
-82.54044,27.33632
-82.52979,27.32
-82.52531,27.26365
-82.50439,27.38902
-82.49859,27.33735
-82.48251,27.29863
-82.45522,27.269
-82.45392,27.33834
-80.58433,28.15115
-80.4959,27.8695
-81.49107,27.50312
-81.44131,27.47063
-82.27043,27.98531
-82.78681,27.83914
-82.62976,28.45404
-82.58006,28.48339
-82.54066,28.46333
-81.40833,29.91636
-81.32339,29.86901
-81.32059,29.90276
-81.29275,29.91857
-81.29591,28.24609
-82.73979,27.721
-82.73113,27.7914
-82.67935,27.80564
-82.67908,27.72694
-82.64676,27.84337
-82.63873,27.80679
-82.6815,27.77086
-82.11146,29.94165
-80.25199,27.1904
-80.18494,27.2322
-82.36995,27.71254
-80.28479,26.16951
-84.35263,30.43525
-84.31362,30.48512
-84.30274,30.44868
-84.28973,30.37604
-84.28474,30.46383
-84.28069,30.41352
-84.26144,30.44161
-84.22515,30.46088
-82.58309,28.04606
-82.58188,27.99691
-82.56104,28.02607
-82.54398,28.06217
-82.5215,27.94508
-82.51867,27.89366
-82.51126,27.99633
-82.50587,27.93839
-82.50534,27.96636
-82.5052,28.02599
-82.50351,28.08925
-82.48573,27.98116
-82.48429,28.01082
-82.45947,28.08777
-82.45924,28.03313
-82.45846,27.94853
-82.45095,28.05445
-82.43559,27.96391
-82.4313,27.99594
-82.42719,28.06931
-82.42545,28.03254
-82.4118,28.03352
-82.40155,27.96526
-82.39536,28.0542
-82.39342,28.03254
-82.39308,27.99598
-82.3417,27.94674
-80.84387,28.55366
-80.80737,28.61519
-80.80202,28.58622
-82.25243,27.92321
-82.25147,27.93767
-82.43555,27.10538
-80.44623,27.63902
-80.38899,27.63667
-80.36991,27.56378
-80.28934,25.80819
-81.8107,27.54356
-82.35012,28.23607
-80.26871,26.66322
-80.22943,26.70688
-80.22773,26.68135
-80.2094,26.66788
-80.151,26.70827
-80.11853,26.67811
-80.11218,26.65082
-80.1108,26.72067
-80.10545,26.70699
-80.10233,26.78355
-80.08882,26.75956
-80.0884,26.66501
-80.0788,26.80849
-80.07712,26.69117
-80.05307,26.72364
-80.2065,25.98644
-82.05623,28.84757
-82.04662,28.86468
-81.583873,28.550591
-81.73481,28.04439
-81.72558,28.00418
-81.36493,28.59439
-81.31097,28.60382
-81.30831,28.57961
-81.29595,28.59774
-81.27263,28.64686
-81.71454,30.61608
-81.64596,30.62071
-82.18454,28.23931
-84.69525,34.04306
-84.67684,34.07428
-84.9262,34.3759
-83.438849,31.134077
-84.20816,31.60738
-84.17696,31.61995
-84.17612,31.56651
-84.15623,31.57521
-84.13704,31.55233
-84.10086,31.57195
-84.30625,34.03798
-84.29481,34.05075
-84.29388,34.06892
-84.28554,34.04687
-84.27908,34.09414
-84.26664,34.06856
-84.21214,34.06426
-84.22132,32.07141
-83.46672,33.94093
-83.42612,33.99862
-83.41734,33.94801
-83.41382,33.96989
-83.34021,33.92444
-83.33752,33.99454
-84.48896,33.68925
-84.47266,33.61732
-84.40788,33.68156
-84.40761,33.78547
-84.40258,33.76062
-84.39909,33.66573
-84.39197,33.7532
-84.38805,33.82049
-84.3866,33.76324
-84.38071,33.91919
-84.37452,33.77133
-84.36703,33.80572
-84.36477,33.84877
-84.34933,33.72371
-84.33547,33.94751
-84.33466,33.86898
-84.3315,33.94777
-84.33017,33.828
-84.32433,33.79412
-84.31454,33.92379
-84.31162,33.81697
-84.27109,33.9056
-84.24313,33.89801
-82.12472,33.40107
-82.09464,33.5109
-82.0802,33.41884
-82.07919,33.46777
-82.0512,33.5131
-82.02727,33.40835
-82.01298,33.43908
-81.99935,33.47581
-84.64512,33.83953
-82.34938,31.77646
-82.2451,31.30424
-84.32627,34.87151
-81.51949,31.21748
-81.49348,31.21559
-81.48611,31.19361
-81.47496,31.16713
-83.999459,34.091895
-83.99235,34.062
-83.95339,34.14247
-83.74292,32.66064
-84.20045,30.88248
-84.94412,34.48539
-84.93537,34.49559
-84.50212,34.22335
-84.41892,34.17618
-85.07558,33.56474
-85.05431,33.58822
-84.80257,34.27253
-84.78897,34.16808
-85.2511,34.02246
-83.395915,34.878456
-83.90085,34.66307
-84.98743,32.46897
-84.97352,32.50541
-84.96216,32.46925
-84.95585,32.51901
-84.94823,32.55271
-84.94333,32.41592
-84.94332,32.50589
-84.93635,32.48476
-84.92395,32.46371
-84.89026,32.52257
-83.46494,34.25906
-83.99709,33.66127
-83.97842,33.63126
-83.76643,31.96363
-83.54511,34.54991
-83.91102,33.56275
-83.86413,33.60395
-84.14111,34.18786
-83.91426,34.07133
-83.91251,34.00447
-84.99614,34.76057
-84.96012,34.79735
-81.4521,31.39866
-81.45129,31.398168
-84.36174,34.43366
-84.27617,33.79311
-84.27153,33.7107
-84.26849,33.75457
-84.23898,33.78016
-84.21812,33.70942
-82.85088,31.49137
-82.8495,31.51631
-84.76524,33.71779
-84.7188,33.75079
-82.93266,32.49112
-82.93116,32.53618
-84.1678,33.9981
-84.13369,33.95737
-84.13262,34.00761
-84.12603,33.94677
-84.48063,34.67791
-82.8502,34.10186
-84.23863,33.62043
-84.51368,34.6465
-82.1333,33.48558
-84.45105,33.46154
-82.007,30.83546
-84.38176,33.61991
-83.93819,33.04132
-84.96415,32.36883
-84.91273,32.38172
-84.3203,33.62444
-82.12074,33.40128
-85.25119,34.95397
-81.6305,31.88664
-83.88336,32.55747
-83.84655,34.28662
-83.83226,34.31994
-83.82902,34.29525
-83.81503,34.29419
-84.26682,33.24709
-84.3261,33.45326
-82.91942,34.35382
-82.60332,31.86139
-81.61641,31.83
-81.60571,31.85017
-81.59697,31.84919
-84.7577,33.89265
-83.9621,33.29433
-84.41826,34.45863
-83.52587,34.0621
-81.90714,31.60496
-84.37394,33.57826
-84.3631,33.52232
-84.31647,33.56007
-84.62432,34.02135
-84.59266,34.06087
-84.58585,33.99967
-84.55704,34.05595
-81.65511,30.78882
-85.06644,33.03121
-85.02854,33.06678
-84.98095,33.04215
-84.34965,33.61528
-83.22494,30.67926
-83.1209,34.4464
-84.0828,33.97709
-84.05738,33.95454
-84.00697,33.96287
-83.98222,33.94021
-84.13881,33.89705
-84.0724,33.83628
-84.06103,33.88541
-84.60675,33.77844
-84.16956,33.70614
-84.08897,33.69818
-84.11937,33.35386
-83.89153,33.83439
-84.57815,33.81848
-83.7279,32.80761
-83.70078,32.86994
-83.69643,32.82021
-83.68752,32.90186
-83.6632,32.8078
-83.62955,32.84299
-83.61677,32.85702
-83.47599,33.55871
-84.62498,33.946
-84.59687,33.86196
-84.55756,33.9806
-84.55511,34.01419
-84.53495,33.94328
-84.49248,34.01654
-84.21438,33.46387
-84.17855,33.43099
-82.06158,32.38159
-83.25555,33.10972
-83.70091,33.80095
-83.21269,30.97096
-84.34697,33.55527
-83.77528,31.17889
-84.79598,33.38175
-84.76133,33.39521
-84.26263,33.93145
-84.25568,33.9666
-84.24947,33.94119
-84.22164,33.9325
-84.20935,33.95576
-84.20808,33.9616
-84.20567,33.90509
-84.17151,33.92223
-83.86902,34.22943
-83.74271,32.47136
-81.241423,32.113059
-83.90154,33.56585
-83.57217,30.78529
-81.333436,31.926279
-81.23513,32.29403
-84.41586,33.55026
-83.57446,32.59925
-85.22335,34.27112
-85.16348,34.25309
-84.38624,34.06018
-84.34826,34.03424
-84.32389,34.06195
-84.32011,34.01984
-83.12716,34.28485
-82.80853,32.97095
-81.15146,31.98217
-81.14917,32.10316
-81.11997,32.00531
-81.11114,32.02923
-81.10093,32.07097
-81.10056,32.00722
-81.0723,32.0444
-84.54122,33.90109
-84.51725,33.89032
-84.50774,33.843
-84.47706,33.88325
-84.04201,33.80107
-84.01154,33.85571
-83.70802,33.67662
-81.3904,31.16005
-81.78024,32.43209
-84.19984,33.54034
-84.19519,33.76121
-84.19165,33.80376
-84.11264,33.82344
-85.3362,34.49452
-84.15801,34.06204
-84.09052,34.05114
-84.04612,34.0282
-82.32708,32.58933
-84.32636,32.89115
-83.95097,30.8534
-82.50298,33.50714
-83.53825,31.44747
-83.5284,31.45783
-85.53516,34.87343
-84.21435,33.85085
-84.53932,33.56846
-83.35368,30.89495
-83.3217,30.84034
-83.31491,30.81886
-83.28065,30.85452
-82.38189,32.208
-84.93759,33.71586
-83.66613,32.55465
-83.64636,32.61843
-83.62746,32.59376
-82.33701,31.20623
-83.72292,33.99053
-84.56145,34.11329
-84.52094,34.08614
-84.51955,34.08644
-158.01315,21.31728
-155.08102,19.71828
-157.91766,21.36072
-157.9062,21.34231
-157.87697,21.32457
-157.86908,21.31393
-157.86145,21.31006
-157.84637,21.30284
-157.82524,21.27699
-157.82349,21.27333
-157.82254,21.29264
-157.70915,21.28507
-156.46736,20.89153
-156.45508,20.88123
-155.99507,19.6433
-157.74892,21.42283
-157.8,21.40202
-159.319822,22.069332
-158.07852,21.33858
-156.677,20.87187
-159.3786,21.9719
-158.00774,21.45322
-157.95409,21.38807
-157.94966,21.35347
-158.18465,21.43542
-158.02165,21.37894
-90.7205,42.496332
-93.50076,41.65834
-93.61225,42.02306
-93.57616,42.03452
-93.58338,41.73199
-93.58098,41.70463
-94.99484,41.40372
-94.87684,42.07059
-92.43217,42.51265
-91.71617,41.97581
-91.67956,42.03453
-91.67316,41.9442
-91.66044,42.03768
-91.62714,42.02758
-91.62307,41.977
-93.36002,43.14789
-93.75591,41.61226
-93.73643,41.60403
-91.56619,41.67514
-95.89684,41.26174
-95.87933,41.23636
-95.86653,41.26176
-95.85169,41.22942
-95.82687,41.24315
-95.82448,41.24669
-95.35658,42.01221
-93.71797,41.5986
-93.66125,41.58617
-93.64639,41.6144
-93.64479,41.53988
-93.61997,41.6006
-93.60862,41.58885
-93.60007,41.64785
-93.59663,41.55204
-93.59634,41.58957
-93.56903,41.62752
-93.55812,41.60072
-90.665213,42.490402
-91.97834,41.00634
-94.15952,42.50137
-95.33573,41.64623
-91.89594,42.46886
-93.5583,41.36664
-91.52778,41.64515
-93.73581,41.65553
-91.58662,42.03311
-92.9126,42.01508
-93.23556,43.14853
-93.04515,41.69925
-93.25084,43.4441
-92.43828,41.01611
-94.2655,41.83446
-95.23256,41.01686
-95.38489,40.76466
-96.41771,42.50431
-96.41652,42.50871
-96.40475,42.49076
-96.35274,42.47976
-96.35006,42.44799
-96.34801,42.43988
-95.14159,43.12626
-95.12576,43.42127
-95.20097,42.64711
-94.31842,41.4982
-93.69823,41.65073
-92.37675,42.49554
-92.35768,42.45637
-92.34566,42.49783
-92.32043,42.46721
-92.4754,42.7169
-93.80829,41.58918
-93.77953,41.60032
-93.70483,41.58248
-116.34257,43.66222
-116.28805,43.61934
-116.28619,43.5904
-116.28302,43.6079
-116.24081,43.58995
-116.21117,43.62416
-116.19373,43.59933
-116.16471,43.54299
-111.11099,43.73364
-116.27913,43.66581
-112.0566,43.49671
-112.01443,43.51186
-111.98747,43.48229
-114.51865,42.69634
-116.38811,43.61951
-115.73607,43.16453
-116.57346,43.58684
-116.92303,44.07131
-111.81759,43.80729
-113.88809,45.17347
-114.46017,42.56812
-88.03201,41.94803
-87.99982,41.93712
-88.33547,42.17289
-87.71982,41.67418
-90.14373,38.91519
-89.22773,37.4629
-88.09572,42.4712
-87.97392,42.10811
-88.36726,41.76442
-88.31452,41.77549
-88.28053,41.75642
-88.26341,41.74511
-88.25938,41.73363
-88.24363,41.75907
-88.20768,41.75745
-88.13999,42.16144
-88.1816,42.00292
-88.34025,41.8453
-88.31231,41.85123
-90.02101,38.53879
-87.8861,41.8887
-88.85413,42.26878
-88.84267,42.24138
-87.94133,41.96111
-88.93564,37.9967
-87.80278,41.82927
-87.79316,41.85114
-87.79144,41.8651
-90.05956,38.90115
-88.11772,41.95145
-87.69923,41.66253
-88.12033,41.70372
-88.06831,41.69031
-87.8931,41.16243
-87.8517,41.17799
-87.87671,41.14052
-89.53014,38.61959
-87.98955,42.139
-87.95975,42.15516
-87.7978,41.74831
-87.77876,41.73473
-87.74239,41.73461
-89.26172,42.12515
-87.66081,41.66283
-89.22813,37.72614
-89.18639,37.7342
-88.14857,41.94037
-88.10542,41.8918
-88.25786,42.13869
-89.13181,38.53009
-87.67112,41.50583
-87.64922,41.52045
-87.79792,41.70574
-87.78419,41.71398
-87.80682,41.97844
-87.78661,41.95295
-87.78564,41.9238
-87.76894,41.97527
-87.76247,41.80457
-87.75017,41.95591
-87.74954,41.90972
-87.74265,41.79844
-87.74243,41.77745
-87.74036,41.74907
-87.73984,41.93176
-87.72526,41.89527
-87.72412,41.81818
-87.723,41.79453
-87.72267,41.77127
-87.72256,41.76671
-87.7154,41.99551
-87.71349,41.96677
-87.70512,41.84256
-87.70325,41.77593
-87.7032,41.75019
-87.70105,41.69288
-87.69962,41.95412
-87.69875,41.93957
-87.69827,41.91035
-87.69051,41.96846
-87.68879,42.01941
-87.68792,41.85188
-87.68771,41.93046
-87.68674,41.86427
-87.68584,41.82553
-87.68549,41.89593
-87.67512,41.90871
-87.67506,41.8086
-87.66866,41.94548
-87.66553,41.83633
-87.66434,41.72107
-87.66338,41.92514
-87.66309,41.95427
-87.65989,41.97555
-87.65457,41.96486
-87.64468,41.76862
-87.64443,41.93266
-87.6333,41.91106
-87.62873,41.88435
-87.62791,41.88038
-87.62392,41.85049
-87.62312,41.73648
-87.62035,41.72191
-87.6142,41.75125
-87.58807,41.80234
-87.58643,41.76358
-87.54024,41.64555
-87.52667,41.70361
-87.75191,41.85135
-90.00689,38.68693
-89.98076,38.67934
-88.33038,42.22919
-88.28816,42.24847
-88.95412,39.89946
-88.942,39.84602
-88.94169,39.87698
-88.7703,41.93123
-87.94088,42.03627
-87.89455,42.03039
-87.84344,42.05987
-89.49661,41.8605
-87.59054,41.62269
-88.02274,41.83408
-88.02082,41.80806
-88.01239,41.75445
-88.41267,41.11303
-90.16624,38.55428
-90.15285,38.62977
-89.95108,38.78848
-88.56608,39.13942
-88.33874,42.02546
-88.31569,42.06062
-88.28063,42.04002
-88.04602,42.00729
-88.00375,42.0006
-87.95924,41.9974
-87.9398,42.00719
-87.96384,41.90567
-87.93995,41.91125
-87.93546,41.86923
-87.80604,41.91163
-87.69806,42.0413
-87.68063,42.04896
-89.97896,38.59278
-88.48898,38.68019
-88.18418,42.39532
-87.8494,41.51167
-87.87931,41.93026
-87.85459,41.94368
-89.63756,42.30164
-89.63175,42.2774
-87.97497,40.76696
-88.06324,41.8595
-88.07998,41.9366
-87.79826,42.08804
-87.63586,41.55446
-90.12291,38.72487
-88.00446,42.34105
-87.93485,42.37733
-88.50893,42.14564
-88.14657,42.00629
-88.5331,37.7356
-87.63799,41.58621
-89.02789,37.78889
-87.81805,41.71778
-87.8032,42.15417
-88.03134,41.97379
-90.2434,39.72317
-90.31604,39.10549
-88.16912,41.49551
-88.16138,41.57912
-88.14349,41.52225
-88.12585,41.55165
-88.1245,41.52482
-88.07822,41.5249
-88.07241,41.52773
-87.86493,41.11596
-87.86877,41.78209
-87.84148,42.25656
-88.10241,42.18781
-87.55894,41.56554
-87.55859,41.59059
-87.99987,41.65352
-87.95607,42.29619
-87.94853,42.26162
-88.04697,42.41553
-88.08147,41.78572
-89.67513,39.17559
-88.04322,41.59067
-88.0312,41.90414
-88.0073,41.86023
-87.99236,41.88971
-89.02615,42.31842
-87.83462,41.81625
-89.05425,42.34717
-88.96528,37.7423
-88.91117,37.74034
-87.69443,41.60058
-88.70897,41.32748
-87.72466,41.50634
-87.83364,41.86462
-88.28342,42.34694
-88.26713,42.35813
-87.88362,41.90865
-87.85303,41.90782
-87.73771,41.63203
-87.6627,41.1594
-87.75291,41.42712
-88.31969,41.72655
-88.42194,41.38
-87.76666,38.41249
-87.9203,42.06636
-88.95716,38.31256
-88.93359,38.31444
-88.9029,38.30071
-88.02151,42.25388
-88.01366,42.2749
-88.00269,42.26892
-88.19186,41.76374
-88.18793,41.70985
-88.14822,41.76953
-88.13274,41.78933
-88.11487,41.75006
-87.98148,41.51802
-87.80481,42.04071
-87.80741,41.95878
-87.86558,42.31728
-87.75431,41.60307
-87.74005,41.70479
-87.73498,41.72008
-89.07559,41.29498
-89.53208,38.42866
-87.85358,41.62499
-87.79277,41.60241
-88.83948,41.35605
-88.04556,42.12161
-88.00652,42.09474
-87.79725,41.67545
-87.81718,41.68962
-87.84288,42.01711
-89.15292,41.36688
-89.11449,41.33864
-88.26751,41.55536
-88.20162,41.59035
-88.5592,41.65542
-88.66214,40.87206
-89.45921,41.39525
-87.8887,42.10632
-91.35847,39.9356
-87.71634,41.48411
-89.06831,41.93744
-89.68955,41.76736
-89.10245,42.28851
-89.07866,42.26708
-89.07481,42.31588
-89.07208,42.24026
-89.03365,42.25408
-89.02859,42.22648
-88.97586,42.24195
-88.96966,42.27053
-88.00309,42.05683
-88.12318,41.65249
-88.08061,41.63896
-89.01854,42.42844
-88.10506,41.96573
-88.08873,42.37899
-88.97403,38.62422
-87.57389,41.48783
-88.1405,42.0466
-88.10336,42.05071
-88.07987,42.00803
-88.06503,42.04178
-88.04005,42.04933
-87.88089,41.95295
-89.87246,38.54149
-87.76051,42.0117
-87.7243,42.04091
-87.6375,41.48046
-88.29681,42.00398
-89.70675,39.76897
-89.66027,39.80292
-89.64788,39.76328
-89.63724,39.71365
-89.61137,39.78758
-89.60455,39.83397
-88.33876,41.90149
-88.18047,42.01295
-88.8354,41.14367
-87.80188,41.79179
-88.71724,41.97323
-89.30968,39.56627
-87.7924,41.55835
-87.78956,41.60233
-89.90195,38.73211
-89.0974,38.97704
-87.97401,41.87594
-88.20222,41.83923
-90.15139,38.35348
-87.74157,40.77765
-88.14771,42.25703
-87.88248,42.37299
-87.87885,42.34908
-87.85563,42.38046
-87.85483,42.40855
-89.06252,41.02803
-88.19473,41.88036
-88.95226,37.89874
-87.898,41.83379
-87.88079,41.86343
-87.97498,41.77379
-88.14316,41.8577
-88.10335,41.83252
-87.92693,42.13921
-87.94533,41.76285
-88.159,41.30503
-87.98803,41.96507
-88.432,42.30949
-88.44238,41.65904
-87.82514,42.45521
-85.67496,40.14812
-85.65311,40.05795
-85.65296,40.10661
-84.99934,41.65503
-86.12983,40.13123
-85.0704,41.3666
-84.89372,39.07104
-86.50709,38.86116
-86.08234,39.71067
-86.58037,39.16478
-86.53381,39.17612
-86.53297,39.19278
-86.53119,39.13614
-86.49776,39.15805
-85.1695,40.74677
-86.1662,41.44624
-86.39268,39.85817
-85.14462,39.85004
-86.12687,40.00517
-86.11626,39.96189
-87.45361,41.37741
-87.04324,41.61704
-85.7596,38.31556
-86.79884,39.52288
-85.48689,41.16582
-85.95934,39.29932
-85.95323,39.20028
-85.89072,39.22327
-85.12897,39.65955
-86.12598,38.23718
-87.3648,41.43045
-85.56522,40.11391
-84.93757,40.83142
-87.50378,41.49217
-87.47897,41.62911
-87.44467,41.6391
-86.00438,41.72824
-86.00311,41.67522
-85.97305,41.72222
-85.96529,41.69442
-85.93746,41.64824
-87.62831,37.97747
-87.57422,38.01902
-87.5639,37.98575
-87.55099,38.15616
-87.54122,37.95539
-87.49255,37.97444
-87.49215,38.00584
-87.46245,37.97726
-86.03976,39.95831
-85.27509,41.07401
-85.24006,41.1257
-85.22363,41.05686
-85.19856,41.0698
-85.16138,41.05116
-85.13789,41.09782
-85.13708,41.17831
-85.1353,41.11388
-85.13517,41.07667
-85.13499,41.03874
-85.09788,41.17889
-85.06148,41.1214
-86.48408,40.27875
-86.05211,39.4626
-86.01708,39.48363
-87.35782,41.55524
-87.35356,41.60177
-87.33603,41.53291
-87.24178,41.59512
-85.546668,40.47996
-85.89774,41.62064
-85.85719,41.59409
-85.79892,41.56285
-86.11616,41.7537
-84.85537,39.11514
-85.91531,39.82249
-85.76989,39.8058
-85.48344,39.35452
-86.15858,39.60773
-86.15759,39.62165
-86.12434,39.6354
-86.10716,39.60424
-87.43249,41.53734
-87.41396,41.5495
-87.50906,41.60764
-87.47581,41.56972
-87.46176,41.58807
-85.37014,40.46761
-87.29598,41.28971
-87.20007,41.32798
-87.47147,41.54634
-87.47101,41.52625
-87.2405,41.54944
-85.50455,40.8917
-86.30845,39.77907
-86.29214,39.76439
-86.28217,39.82313
-86.2711,39.74656
-86.26968,39.73608
-86.26784,39.80019
-86.26649,39.90994
-86.26183,39.76503
-86.25446,39.8166
-86.24587,39.75403
-86.24426,39.88276
-86.2422,39.82414
-86.2408,39.85114
-86.23493,39.71571
-86.21938,39.8086
-86.21755,39.91154
-86.21591,39.78772
-86.18758,39.77958
-86.15934,39.82388
-86.15428,39.76989
-86.15076,39.75178
-86.14986,39.72274
-86.13925,39.65498
-86.13763,39.91275
-86.13518,39.6877
-86.12463,39.78143
-86.1218,39.8507
-86.12088,39.71293
-86.11985,39.73791
-86.11366,39.92679
-86.11275,39.75938
-86.10345,39.76902
-86.09586,39.667
-86.08652,39.8556
-86.08285,39.82565
-86.06834,39.88356
-86.06327,39.79642
-86.05886,39.90513
-86.04624,39.89298
-86.04526,39.79579
-86.04022,39.77255
-86.03281,39.92579
-86.03264,39.83354
-86.02395,39.74957
-85.99122,39.77464
-85.99089,39.82676
-85.95829,39.87091
-86.93806,38.4239
-85.72919,38.28829
-85.24549,41.44553
-87.43761,40.77008
-85.5606,39.83737
-86.62054,41.2899
-86.12967,40.45477
-86.12865,40.45368
-86.12493,40.43179
-86.11175,40.47652
-87.02596,41.31817
-86.310866,41.44878
-86.73176,41.60073
-86.69209,41.62421
-86.90478,40.38281
-86.90421,40.39043
-86.87189,40.43198
-86.86999,40.39559
-86.86771,40.43199
-86.85844,40.42125
-86.85379,40.39247
-86.82938,40.4179
-87.23992,41.57767
-86.49236,40.03214
-86.47388,40.07198
-85.58633,41.45729
-87.09884,39.03809
-86.3262,40.75753
-87.40303,41.28977
-85.39846,38.77497
-85.67776,40.57476
-85.67352,40.53958
-86.42365,39.41048
-85.7715,38.49023
-87.36771,41.47081
-87.33725,41.50723
-87.3134,41.46996
-87.31123,41.47034
