longitude,latitude
-118.29183,34.07091
-118.29174,34.04087
-118.28561,34.02465
-118.28278,33.97455
-118.2785,33.94547
-118.27496,34.05343
-118.27216,34.06351
-118.26762,34.03263
-118.26509,33.91716
-118.26096,34.0224
-118.26057,34.07846
-118.25889,34.04867
-118.25636,34.03721
-118.25544,34.04319
-118.25389,33.96004
-118.24586,34.11505
-118.24414,33.94334
-118.24405,34.06065
-118.24387,34.03285
-118.23576,33.97487
-118.22039,34.02464
-118.21984,34.08596
-118.21507,34.1363
-118.20477,34.05578
-118.19822,34.02673
-118.17239,34.05878
-118.16283,34.00151
-118.15884,34.04055
-118.15564,34.02639
-116.97194,34.46838
-118.39623,33.89744
-121.59071,39.14275
-121.57625,39.12592
-118.19765,33.98824
-117.65737,33.59811
-118.17409,35.05427
-118.00638,34.14017
-117.694,34.08848
-117.68976,34.07739
-118.11105,34.01841
-118.08441,34.03432
-118.22238,34.20454
-118.88828,34.27878
-117.27334,33.91024
-117.25946,33.94224
-117.22718,33.93925
-120.84242,35.3678
-117.20609,33.56804
-117.09849,32.67789
-114.59624,34.82523
-118.56345,34.37822
-117.92952,33.6091
-117.87353,33.66045
-117.85675,33.6646
-117.5603,33.90944
-118.41252,34.18684
-118.38763,34.21518
-118.38402,34.18073
-118.56118,34.23536
-118.53594,34.22507
-118.50269,34.23428
-118.08279,33.90404
-118.04641,33.90224
-117.3785,33.19302
-117.37015,33.20139
-117.33642,33.18308
-117.33279,33.22454
-117.6609,34.0635
-117.62859,34.0296
-117.61913,34.07747
-117.59347,34.02759
-117.55666,34.06425
-117.55142,34.07663
-117.88074,33.78775
-117.8364,33.83419
-121.56563,39.49947
-119.19476,34.17539
-119.17756,34.22123
-119.14996,34.22401
-118.42292,34.24433
-118.41114,34.27427
-116.39373,33.72174
-116.38158,33.72111
-116.29638,33.76004
-116.54543,33.81731
-118.18436,34.60195
-118.0825,34.58004
-118.37701,33.77623
-118.44863,34.2169
-121.61418,39.76664
-118.15771,33.88933
-118.15025,34.13528
-118.13263,34.15907
-118.1152,34.14587
-118.07358,34.14109
-120.68798,35.64461
-117.22636,33.8036
-117.21932,33.78221
-122.628868,38.250912
-122.669271,38.275631
-117.57273,34.42683
-118.08479,34.00155
-117.84201,33.88816
-120.77824,38.73249
-117.78738,34.06159
-117.748737,34.036613
-117.7402,34.10733
-117.71941,34.07831
-119.04153,36.08065
-119.02612,36.05077
-117.06156,32.9516
-116.87505,33.03829
-121.28784,38.59428
-121.26752,38.61952
-117.58976,33.63811
-117.20143,34.06335
-118.37918,33.87298
-117.39806,34.10657
-117.37082,34.07067
-117.36116,34.10663
-117.67,35.64861
-117.45959,33.97787
-117.45947,33.90919
-117.45422,33.94081
-117.43552,34.011
-117.39302,33.95638
-117.3913,33.94365
-117.35792,33.97572
-117.33798,33.88699
-121.23441,38.79007
-118.09068,34.06284
-121.3098,38.76039
-121.27438,38.74359
-121.25539,38.76186
-117.89008,33.99574
-121.5392,38.61581
-121.52363,38.49495
-121.49865,38.58158
-121.49762,38.5243
-121.47717,38.65147
-121.44748,38.61103
-121.44434,38.52834
-121.44152,38.55969
-121.4289,38.49529
-121.42721,38.56718
-121.4212,38.597
-121.39758,38.61787
-121.37079,38.55548
-121.37036,38.52568
-121.34892,38.65889
-121.33605,38.55656
-117.36223,34.19305
-117.32232,34.12148
-117.314,34.08941
-117.29369,34.13586
-117.28516,34.16509
-117.28131,34.06286
-117.27864,34.11636
-117.24554,34.13601
-117.25425,32.79306
-117.23478,32.95057
-117.21008,32.87342
-117.20387,32.75222
-117.17323,32.82008
-117.17309,32.90706
-117.16631,32.71548
-117.15517,32.71796
-117.1546,32.7768
-117.1528,32.81327
-117.14951,32.83264
-117.14645,32.76785
-117.13391,32.69356
-117.13318,32.7551
-117.12414,32.91694
-117.1156,32.71167
-117.10751,32.95151
-117.10593,32.74982
-117.08805,32.81817
-117.07769,33.01355
-117.06569,32.76202
-117.82671,34.10686
-118.43802,34.29823
-116.95864,33.77256
-120.69034,35.25697
-120.6646,35.28716
-117.18011,33.1371
-117.12012,33.13518
-118.29246,33.74438
-117.06252,32.56088
-117.03236,32.54653
-117.92034,33.74625
-117.8856,33.70914
-117.88412,33.76003
-117.86754,33.75071
-117.85948,33.7087
-117.8432,33.73361
-117.83656,33.75968
-119.74243,34.44026
-118.5373,34.42662
-120.43578,34.92348
-120.43539,34.97413
-120.41623,34.95271
-118.49806,34.01411
-118.47032,34.01918
-116.98582,32.83887
-118.10374,33.74482
-118.44884,34.16334
-118.7777,34.27152
-118.7391,34.27913
-121.09864,38.49636
-120.36935,37.97459
-120.34315,37.97703
-118.06634,34.06286
-118.05001,34.04066
-118.22508,33.96567
-118.20117,33.94358
-118.16453,33.95046
-119.98282,38.92782
-117.99261,33.78019
-117.19165,33.71393
-118.31239,34.25981
-120.65047,40.41571
-118.54526,34.17247
-118.43803,35.13086
-117.16158,33.51741
-117.15462,33.5286
-117.12753,33.50872
-117.09943,33.48098
-118.07358,34.10002
-118.87607,34.18196
-118.84297,34.21104
-116.40277,33.81853
-118.37042,33.83746
-118.32657,33.86548
-118.29991,33.83168
-118.28967,33.81011
-120.20873,39.32031
-117.8223,33.72684
-117.81582,33.74461
-117.7883,33.72916
-116.09752,34.13527
-117.67004,34.10519
-120.82565,38.19249
-118.4711,34.22124
-119.30119,34.28126
-119.2336,34.26276
-119.21402,34.27797
-117.40019,34.50656
-117.34287,34.47045
-117.31712,34.51313
-117.28996,34.48616
-117.2466,33.20042
-117.24628,33.166
-117.8503,34.0424
-119.34943,35.60143
-117.89026,34.0743
-118.83833,34.16254
-118.07334,33.9725
-118.03909,33.9573
-118.03724,33.97804
-118.27392,33.77854
-118.57007,34.20089
-118.59728,34.16849
-121.64314,39.14485
-121.6212,39.14154
-117.0544,34.03401
-105.89474,37.47533
-105.17062,39.81234
-105.13937,39.81248
-105.08201,39.85656
-105.07947,39.79092
-105.05414,39.84203
-104.85098,39.65973
-104.84734,39.72604
-104.84677,39.69685
-104.82414,39.69641
-104.81068,39.73986
-104.80968,39.76901
-104.80937,39.65284
-104.7946,39.62694
-104.79186,39.67342
-104.79068,39.70485
-104.75429,39.61411
-106.52128,39.63219
-105.25813,40.01814
-105.20197,40.07109
-104.80279,39.98696
-105.09048,39.93121
-105.07194,39.91447
-102.27866,39.3037
-105.20713,38.44831
-104.86291,39.37982
-104.90422,39.56679
-108.45655,39.08974
-104.82574,38.87489
-104.82199,38.80721
-104.82155,38.83367
-104.80116,38.94529
-104.8009,38.79394
-104.79553,38.83708
-104.75912,38.93762
-104.75719,38.82683
-104.75209,38.89304
-104.72028,38.87497
-104.92796,39.80842
-107.55544,40.51412
-105.11624,39.73999
-105.1096,39.68024
-105.08215,39.63861
-105.08127,39.71817
-105.0531,39.71119
-105.02521,39.67881
-105.02512,39.7453
-105.02477,39.88491
-105.00682,39.76945
-105.00629,39.82802
-105.00044,39.73994
-104.99802,39.71106
-104.99083,39.84908
-104.98743,39.67819
-104.98726,39.72589
-104.98036,39.80175
-104.97894,39.91387
-104.9785,39.88488
-104.96753,39.73987
-104.95135,39.77905
-104.95084,39.71875
-104.9409,39.69409
-104.92946,39.65295
-104.90546,39.69908
-104.90322,39.74039
-104.87575,39.70868
-104.84677,39.77989
-104.71546,39.83806
-105.60025,39.76459
-106.82834,39.6607
-104.9983,39.65308
-104.98808,39.62755
-104.86816,39.59479
-104.83101,39.59458
-104.78962,38.7563
-105.09631,40.55404
-105.0768,40.52988
-105.0763,40.60894
-105.00771,40.58293
-104.81831,40.07964
-103.77247,40.26532
-104.7407,38.74625
-108.73569,39.15904
-107.36017,39.56167
-105.32745,39.69787
-105.21659,39.7529
-108.59856,39.08895
-108.57117,39.06866
-108.54479,39.07758
-108.54165,39.11039
-108.53933,39.0393
-104.73512,40.3974
-104.72462,40.42273
-104.69685,40.3924
-105.03474,39.54747
-104.94619,39.54585
-104.882,39.56485
-105.10138,40.00375
-105.20011,39.73261
-105.06706,39.74051
-102.61978,38.09697
-105.10957,39.56504
-105.10877,39.62478
-105.08511,39.63852
-105.02595,39.62304
-104.98572,39.56628
-105.13054,40.14654
-105.10218,40.19406
-104.98206,40.16053
-105.12646,39.9871
-105.11003,40.40746
-105.07749,40.42154
-107.87988,38.48044
-104.86543,39.09575
-104.77127,39.54016
-104.66073,38.23562
-104.61904,38.30742
-104.61296,38.27074
-104.61272,38.32014
-104.57383,38.28576
-107.77683,39.52227
-105.99772,38.52404
-106.06522,39.62791
-103.22518,40.62507
-104.49756,37.18566
-105.00018,40.70442
-105.10976,39.78638
-105.05342,39.75504
-105.04547,38.98296
-73.0835,41.33387
-73.42159,41.37331
-72.70919,41.81527
-72.83548,41.27615
-73.21419,41.21766
-73.18618,41.20186
-72.94602,41.68084
-72.90971,41.6955
-73.40852,41.43727
-72.88359,41.56378
-72.67714,41.59835
-73.45798,41.41297
-73.41919,41.40599
-71.87689,41.84324
-73.05712,41.31237
-72.61269,41.76412
-72.60736,41.9305
-72.58073,41.99822
-72.61581,41.72606
-72.05894,41.35235
-72.93497,41.33878
-72.91808,41.3707
-72.71481,41.75127
-72.71464,41.73157
-72.70934,41.76651
-72.67329,41.7663
-72.66816,41.73814
-72.66193,41.78909
-72.77074,41.64442
-72.55064,41.79725
-72.54783,41.80943
-72.54005,41.77338
-72.7762,41.52858
-73.03679,41.23829
-72.76408,41.71461
-72.97375,41.33182
-72.93785,41.31519
-72.87205,41.32043
-72.11591,41.36014
-72.70947,41.68364
-72.21002,41.35845
-72.85375,41.39766
-73.44508,41.09729
-73.42336,41.15617
-73.38653,41.12697
-72.10632,41.51403
-72.37759,41.297
-72.99307,41.27334
-72.85972,41.672
-72.63927,41.57285
-73.13438,41.26347
-72.87405,41.6386
-73.54789,41.10775
-73.14095,41.19547
-73.11333,41.82551
-73.11176,41.80706
-72.49084,41.82672
-72.43047,41.85611
-72.80995,41.4823
-73.05433,41.56416
-73.02675,41.54815
-72.99734,41.53924
-72.14218,41.3753
-73.10742,41.59165
-72.95251,41.27529
-73.33041,41.13861
-72.65883,41.69979
-72.2333,41.71656
-72.67104,41.92073
-77.06535,38.947
-77.04546,38.90951
-77.04172,38.92349
-77.03727,38.90221
-77.03613,38.97252
-77.02283,38.92583
-77.01903,38.89839
-77.01655,38.84225
-77.00158,38.90777
-75.46562,39.79633
-75.47581,39.12484
-75.52915,39.1313
-75.51316,39.16128
-75.40226,38.70472
-75.7225,39.45901
-75.43161,38.93017
-75.60335,39.66682
-75.58039,39.69097
-75.74626,39.60181
-75.74495,39.68198
-75.74414,39.6255
-75.68333,39.70774
-75.67066,39.62781
-75.07825,38.69928
-75.59428,38.64735
-75.63655,39.73468
-75.58904,39.72627
-75.54772,39.79758
-75.54695,39.82071
-81.39272,28.68683
-81.37505,28.66357
-81.50094,28.67296
-81.45461,28.671
-81.84908,27.21171
-81.7779,28.05452
-81.51421,27.59972
-81.84365,27.91264
-80.67056,26.67683
-82.05099,29.05858
-85.04708,30.44309
-80.20355,26.35488
-80.17255,26.36813
-80.08665,26.35205
-85.68309,30.7746
-81.8074,26.35217
-81.80587,26.32767
-80.09193,26.52786
-80.07707,26.51652
-82.62061,27.49576
-82.58591,27.46222
-82.57565,27.42201
-82.56277,27.46497
-82.54681,27.44888
-82.48005,27.49218
-82.28606,27.93792
-82.27046,27.8938
-82.24383,28.5229
-81.83049,30.56439
-87.29601,30.57936
-81.97343,26.65225
-81.95365,26.56287
-81.94066,26.6333
-81.31708,28.62742
-87.25704,30.98286
-82.86961,29.49995
-85.5508,30.75228
-82.82687,27.98151
-82.75907,27.96078
-82.73854,28.02065
-82.72986,27.98955
-82.72301,27.96047
-82.70697,27.87233
-82.68447,27.89365
-81.74438,28.54802
-81.67637,28.35423
-80.9478,26.75397
-80.6085,28.35351
-80.75489,28.38655
-80.736062,28.371351
-80.2569,25.74982
-86.5743,30.76203
-82.58472,28.89573
-80.34005,25.5764
-80.16056,26.04828
-81.65227,28.23701
-81.6517,28.23604
-80.25153,26.09474
-81.07937,29.18108
-81.05766,29.19653
-81.04752,29.22081
-81.03571,29.17202
-81.02323,29.21112
-81.01004,29.23026
-80.99699,29.20373
-80.96976,29.15224
-86.12244,30.7021
-81.28925,28.87279
-80.15449,26.31765
-80.13437,26.30079
-80.09094,26.31953
-81.30421,29.04526
-81.30268,28.99538
-80.12479,26.45761
-80.07166,26.43936
-81.18891,28.92799
-82.24451,28.01982
-81.6008,29.64696
-80.88421,28.94817
-86.53191,30.46558
-80.20936,25.85874
-82.35294,26.9589
-81.69109,28.82301
-81.68815,28.87491
-81.34386,28.65789
-81.45828,30.64119
-81.15263,29.47646
-80.47533,25.44682
-80.36086,26.12453
-80.34671,26.06264
-80.32391,26.145
-80.31451,26.14858
-80.31315,26.06079
-80.2822,26.10597
-80.25643,26.16559
-80.25185,26.0468
-80.24793,26.19401
-80.23297,26.06477
-80.23242,26.07243
-80.18824,26.08451
-80.18378,26.18668
-80.17226,26.16574
-80.16142,26.13678
-80.15558,26.20451
-80.15013,26.12198
-80.14677,26.16671
-80.14124,26.11493
-80.13693,26.10012
-80.13167,26.18874
-80.12449,26.13743
-80.09694,26.18858
-81.90437,26.55644
-81.88859,26.52183
-81.87202,26.6041
-81.87171,26.54807
-81.83247,26.46622
-81.83151,26.66556
-81.8105,26.6125
-81.80318,26.54747
-80.39279,27.41543
-80.34896,27.43828
-80.32607,27.42799
-80.326,27.37577
-86.60448,30.44492
-82.44279,29.6887
-82.40836,29.65941
-82.38176,29.61933
-82.34281,29.65219
-82.32474,29.66674
-87.15783,30.35471
-87.08361,30.38753
-81.63995,28.12459
-80.16284,25.98524
-84.415136,30.630354
-82.44517,28.90003
-80.32986,25.86025
-80.33021,25.91228
-80.3279,25.88408
-80.30965,25.92524
-80.30724,25.94359
-80.30092,25.8669
-80.29388,25.93313
-80.29232,25.89851
-80.2703,25.795
-80.2662,25.86752
-80.26611,25.83067
-80.37471,26.00787
-80.29827,26.0075
-80.26475,26.02333
-80.20786,26.01866
-80.19443,26.03283
-80.15295,26.01139
-80.14314,26.03243
-80.11565,26.01339
-80.46108,25.48483
-82.57613,28.79751
-82.695,28.36258
-81.43369,26.43464
-80.46617,27.02005
-82.32652,28.83275
-80.62938,24.92305
-81.43806,30.28811
-81.39243,30.29393
-82.03568,30.14358
-81.98275,30.28414
-81.76745,30.24808
-81.7589,30.33594
-81.75497,30.30461
-81.74075,30.26081
-81.73976,30.20418
-81.73065,30.32846
-81.69564,30.31306
-81.69061,30.34676
-81.68326,30.49142
-81.67858,30.39017
-81.66286,30.32796
-81.66098,30.43013
-81.6537,30.35467
-81.6534,30.33228
-81.6306,30.47308
-81.62762,30.17786
