markerid,storeid,street,city,state,lat,lng,zipcode
625,101272,503 Wentworth W,Oshawa,ON,43.868182,-78.857914,L1J 6G5
918,101857,146 Bloor St E,Oshawa,ON,43.881856,-78.850465,L1H 3M4
993,101970,139 Queen St,Lakefield,ON,44.427720,-78.268830,K0L 2H0
514,100917,"1041, av. Gilles Villeneuve",Berthierville,QC,46.087892,-73.194487,J0K 1A0
289,100293,3335 North Service Rd SS1,Vineland Station,ON,43.187136,-79.389696,L0R 2E0
217,100109,415 Simcoe St S,Oshawa,ON,43.886813,-78.858007,L1H 4J5
976,101942,560 King St E,Oshawa,ON,43.902539,-78.843711,L1H 1G5
1470,103059,1410 Route 117,Val-David,QC,46.026847,-74.215673,J0T 2N0
813,101696,211 King St E,Oshawa,ON,43.899222,-78.855947,L1H 1C5
3136,103613,150 Bond Street,Oshawa,ON,43.899907,-78.857670,L1G 0A2
2104,102320,17 Athol St W,Oshawa,ON,43.896362,-78.863382,L1H 1J5
3264,100842,20 Park Rd S,Oshawa,ON,43.894808,-78.873982,L1J 4G8
1855,100285,"602, boul. des Bois-Francs Sud",Arthabaska,QC,46.048460,-71.933404,G6P 5X2
2136,102635,419 King St W,Oshawa,ON,43.890470,-78.880227,L1J 2J9
219,100113,338 King St W,Oshawa,ON,43.895473,-78.876268,L1J 2J9
3030,103082,1610 Champlain Ave,Whitby,ON,43.871694,-78.900590,L1N 6A7
2760,102084,1 Hospital Crt,Oshawa,ON,43.905878,-78.869326,L1G 2B9
3224,104666,520 King St. W,Oshawa,ON,43.893523,-78.883087,L1J 2K9
698,101463,1601 Champlain Ave,Whitby,ON,43.872437,-78.905654,L1N 9M1
3089,103285,320 Thickson Road South,Whitby,ON,43.871895,-78.906866,L1N 9Z2
1569,103281,"12, rue de la Grande-Place",Victoriaville,QC,46.054749,-71.925422,G6S 1E8
230,100130,"90, boul. Des Bois-Francs Sud",Victoriaville,QC,46.057711,-71.949036,G6P 4S1
956,101913,758 Ward St N,Bridgenorth,ON,44.376394,-78.386033,K0L 2H0
1196,102394,1361 Harmony Road North,Oshawa,ON,43.940258,-78.848287,L1H 7K5
2930,102741,1311 Harmony Rd N,Oshawa,ON,43.940351,-78.848341,L1H 7K5
1682,103773,"1001, RR2 Chemin Valiquette",Sainte-Agathe-des-Monts,QC,46.044140,-74.280383,J8C 2Z8
467,100757,"245, rue Principale Est",Ste-Agathe-des-Monts,QC,46.045380,-74.278194,J8C 1K8
2969,102872,1901 Dundas St. East,Whitby,ON,43.888228,-78.902382,L1N 2N5
1087,102148,1818 Dundas St E,Whitby,ON,43.888816,-78.903841,L1N 2L4
2888,102577,285 Taunton Rd E,Oshawa,ON,43.934626,-78.867266,L1G 3V2
571,101076,1 Paisley Crt,Whitby,ON,43.867154,-78.934675,L1N 9L2
406,100615,1251 Simcoe St N,Oshawa,ON,43.930678,-78.877383,L1G 4X1
1441,102972,601 Victoria St. W,Whitby,ON,43.859442,-78.945565,L1N 0E4
544,100988,936 Broad St E,Dunnville,ON,42.903524,-79.616102,N1A 2Z4
2014,100943,4961 King St E,Beamsville,ON,43.165049,-79.474420,L0R 1B0
4193,913820,230 South High Street,Waterford,PA,41.942376,-79.984202,16441
3169,103927,2000 Simcoe St,Oshawa,ON,43.944350,-78.890920,L1H 7K4
647,101321,516 Brock St N,Whitby,ON,43.886117,-78.945168,L1N 4J2
866,101774,821 Dundas St W,Whitby,ON,43.876698,-78.954577,L1N 2N6
3232,103597,4725 Ontario Street,Beamsville,ON,43.184800,-79.476889,L0R 1B0
3362,104398,"2000 Simcoe St, Durham College",Oshawa,ON,43.946210,-78.893620,L1H 7K4
2856,102478,2000 Simcoe St,Oshawa,ON,43.944066,-78.896940,L1H 7K4
2954,102799,2000 Simcoe Street N,Oshawa,ON,43.944338,-78.897640,L1H 7K4
399,100600,5005 Ontario Street,Beamsville,ON,43.187437,-79.477801,L0R 1B4
2963,102827,605 Rossland Drive E,Whitby,ON,43.898573,-78.940587,L1N 6A3
525,100937,229 St. Catharine St,Smithville,ON,43.094410,-79.538900,L0R 2A0
1259,102556,4051 Thickson Rd,Whitby,ON,43.922974,-78.927702,L1R 2X3
2931,102742,211 Bayly St E,Ajax,ON,43.846212,-79.006484,L1S 4S7
2960,102822,580 Harwood Avenue South,Ajax,ON,43.837050,-79.017169,L1S 2J4
3128,103552,381 Church St.,Markham,ON,43.852842,-79.008810,L3P 7P3
1435,102958,245 Salem Rd South,Ajax,ON,43.852842,-79.008810,L1Z 2C9
1085,102145,780 O'Brien Rd,Renfrew,ON,45.475979,-76.657962,K7V 3Z4
1136,102252,290 Harwood Ave S,Ajax,ON,43.846467,-79.019938,L1S 2J1
1693,103903,"5371, RR1, chemin de Saint-Jean",Saint-Félix-de-Valois,QC,46.163776,-73.435356,J0K 2M0
1285,102616,130 Taunton Rd W,Whitby,ON,43.915478,-78.958536,L1R 3H8
1707,103956,449 Westney Rd. S. ,Ajax,ON,43.833895,-79.033968,L1S 6M6
908,101839,274 Kingston Rd,Ajax,ON,43.864779,-79.012642,L1Z 1G1
3102,103322,1471 Harmony Road North,Oshawa,ON,44.008700,-78.880080,L1H 7K5
2567,102961,460 Bayly St West,Ajax,ON,43.840911,-79.034894,L1S 1P1
546,100993,1 Harwood Ave S,Ajax,ON,43.861066,-79.024916,L1S 2C1
569,101071,383 Stewart St,Renfrew,ON,45.478674,-76.697067,K7V 1Y3
2556,102863,485 Winchester Rd. East,Brooklin,ON,43.956943,-78.943849,L1M 1X5
150,104189,330 Rossland Road East,Ajax,ON,43.881776,-79.018800,L1T 4V2
1635,103601,"4131, boulevard Frontenac Ouest",Thetford Mines,QC,46.050630,-71.369240,G6H 2A5
755,101590,1750 Bayly St,Pickering,ON,43.833931,-79.065084,L1W 3N3
1295,102639,989 Harwood Ave N,Ajax,ON,43.878910,-79.026031,L1Z 1Y7
1236,102498,5939 Baldwin St S,Whitby,ON,43.951583,-78.961551,L1M 2J7
1702,103946,142 Main St E,Grimsby,ON,43.188470,-79.546215,L3M 1P1
3,101070,1800 Brock Rd N,Pickering,ON,43.842900,-79.072680,L1V 4G2
4274,104889,"820, boul. Baril Ouest",Princeville,QC,46.136881,-71.893967,G6L 3W6
1297,102642,938 Liverpool Rd,Pickering,ON,43.828351,-79.087712,L1W 1S6
511,100914,1725 Kingston Rd,Pickering,ON,43.849775,-79.070503,L1V 4L9
2058,101615,1355 Kingston Rd,Pickering,ON,43.835332,-79.086199,L1V 1B8
1581,103337,87 Middlecote Drive,Ajax,ON,43.896771,-79.033445,L1T 0K3
3276,100970,1799 Liverpool Rd,Pickering,ON,43.834001,-79.088838,L1V 1W2
3946,913976,8030 Perry Hwy,Summit Township,PA,42.068895,-80.039787,16509
3619,911198,1702 East 38th Street,Erie,PA,42.116118,-80.029028,16510
1286,102618,1286 Kingston Rd,Pickering,ON,43.835490,-79.091826,L1V 1B7
1771,104465,"1099, route Principale",Sainte-Anne-du-Sault ,QC,46.172135,-72.136421,G0Z 1C0
2386,101484,5 Livingston St,Grimsby,ON,43.195290,-79.565406,L3M 1K4
981,101954,742 Kingston Rd,Pickering,ON,43.821044,-79.113815,L1V 1A8
2398,100205,674 Kingston Rd,Pickering,ON,43.818675,-79.116508,L1V 1A6
3957,914184,815 East 38th Street,Erie,PA,42.108708,-80.048708,16504
1512,103156,7337 Kingston Rd,Toronto,ON,43.799745,-79.144574,M1B 5S3
2492,101876,6780 Kingston Rd.,Scarborough,ON,43.798583,-79.147300,M1B 1G8
3686,913842,144 Center Street,Meadville,PA,41.639240,-80.151980,16335
3863,911041,1193 Park Ave,Meadville,PA,41.631706,-80.155122,16335
1646,103644,"161, autoroute 40 Est, local 100",Maskinongé,QC,46.226547,-73.021477,J0K 1N0
1894,100410,"237, rue de St-Jovite",Mont-Tremblant,QC,46.118000,-74.564470,J8E 2Z9
2059,101621,4479 Kingston Rd,Scarborough,ON,43.769761,-79.187061,M1E 2N7
2487,101809,3800 Kingston Rd,Scarborough,ON,43.748281,-79.207864,M1J 3H6
1014,102007,3463 Kingston Rd,Scarborough,ON,43.737104,-79.218078,M1M 1R4
1062,102092,3270 Eglinton Ave E,Scarborough,ON,43.744244,-79.213140,M1J 2H6
1088,102150,424 South Service Rd,Grimsby,ON,43.206939,-79.599545,L3M 4E8
4148,919351,6980 Peach St,Erie,PA,42.056241,-80.089091,16509
3743,914618,6850 Peach St,Erie,PA,42.056269,-80.089256,16509
2818,102326,1265 Military Trail,Scarborough,ON,43.785100,-79.185380,M1C 1A4
3008,103008,1265 Military Trail,Scarborough,ON,43.785100,-79.185380,M1C 1A4
453,100733,3 Windward Dr,Grimsby,ON,43.209424,-79.598742,L3M 4E8
3936,913546,201 West Plum St ,Edinboro,PA,41.875828,-80.132923,16412
191,100046,2294 Kingston Rd,Toronto,ON,43.705885,-79.251876,M1N 1T9
3664,913819,712 West 38th Street,Erie,PA,42.096147,-80.083073,16508
3766,910711,4231 Peach St,Erie,PA,42.091297,-80.084792,16509
3783,910737,209 E. 12th Street,Erie,PA,42.124935,-80.077318,16503
2916,102681,755 Morningside Ave,Scarborough,ON,43.785320,-79.193370,M1C 5J9
1665,103694,1901 boulevard Louis-Fréchette,Nicolet,QC,46.236956,-72.604907,J3T 1M4
3357,104177,"755 Morningside, 4th Floor",Scarborough,ON,43.787600,-79.193680,M1C 5J9
1376,102818,"1021, St-Alphonse Nord",Thetford Mines,QC,46.102060,-71.311510,G6G 3X6
4318,104981,2874 Eglinton Ave. East,Scarborough,ON,43.738838,-79.238482,M1J 2C8
952,101908,2862 Ellesmere Rd,Scarborough,ON,43.782802,-79.204168,M1E 4B8
4305,105275,2867 Ellsmere Road,Scarborough,ON,43.782192,-79.205214,M1E 4B9
2873,102504,3566 St. Clair Ave E,Scarborough,ON,43.716840,-79.259900,M1K 1M2
1333,102721,415 Danforth Rd,Toronto,ON,43.706307,-79.268551,M4K 1P1
2073,102008,2183 Queen St E,Toronto,ON,43.670480,-79.298000,M4E 1E5
2267,103972,2480 Gerrard Street,Toronto,ON,43.687367,-79.285314,M1N 4C3
2965,102844,3495 Lawrence Avenue East,Scarborough,ON,43.759097,-79.228677,M1H 1B3
1249,102534,"61, Montée Ryan",Mont-Tremblant,QC,46.133814,-74.613695,J8E 1S3
2382,101390,3488 Lawrence Ave E,Scarborough,ON,43.759029,-79.229000,M1H 1A9
1768,104440,"731, boulevard Saint-Laurent Ouest",Louiseville,QC,46.255767,-72.954637,J5V 1K9
2918,102687,3075 Danforth Ave,Toronto,ON,43.691287,-79.288030,M1L 1A8
978,101950,8129 Sheppard Ave E,Scarborough,ON,43.802002,-79.198111,M1B 6A3
2842,102425,1149 Morningside Avenue,Scarborough,ON,43.801135,-79.199435,M1B 5J3
3620,911199,1520 W. 26th Street,Erie,PA,42.101290,-80.102419,16508
2731,101892,3003 Danforth Ave,Scarborough,ON,43.690220,-79.292660,M4C 1M9
1233,102490,2500 Eglinton Ave. E,Scarborough,ON,43.734550,-79.258100,M1K 2R5
1577,103296,682 Kennedy Road,Toronto,ON,43.726540,-79.265528,M1K 2B5
787,101650,725 Warden Ave,Scarborough,ON,43.712040,-79.280990,M1L 4R7
3830,910958,16447 Conneaut Lake Road,Vernon Township,PA,41.621929,-80.206856,16335
2114,102435,2575 Danforth Ave,Toronto,ON,43.688430,-79.300520,M4C 1L5
3110,103338,3050 Lawrence Ave E,Toronto,ON,43.755150,-79.247710,M1P 2V6
764,101604,1889 Scugog St,Port Perry,ON,44.101701,-78.938066,L9L 1H9
22,100820,1150 Markham Rd,Scarborough,ON,43.775707,-79.231478,M1H 2Y6
2995,102968,969 Eastern Avenue,Toronto,ON,43.662900,-79.323530,M4L 1A5
2242,103667,60 Tuxedo Court,Scarborough,ON,43.780065,-79.231206,M1G 3S3
2733,101909,735 Warden Ave,Scarborough,ON,43.716318,-79.283148,M1L 4A8
834,101723,731 Eastern Ave,Toronto,ON,43.659668,-79.328756,M4M 3H6
2475,101627,1805 Scugog St,Port Perry,ON,44.100361,-78.944964,L9L 1J4
3358,104178,"941 Progress Ave, 1st Floor, E Block",Scarborough,ON,43.783890,-79.231820,M1G 3T8
2727,101875,941 Progress Ave,Scarborough,ON,43.783890,-79.231820,M1G 3T8
43,102820,829 Lakeshore Blvd. East,Toronto,ON,43.654692,-79.337919,M4M 1B2
2712,101641,2201 Eglinton Ave E,Scarborough,ON,43.729420,-79.280566,M1L 4S2
3132,103585,2200 Eglinton Ave E,Scarborough,ON,43.729319,-79.281417,M1L 2M7
3369,104874,2200 Eglinton Ave E,Toronto,ON,43.729320,-79.281420,M1L 2N3
2574,103071,2611 Lawrence Ave,Scarborough,ON,43.751605,-79.264754,M1P 2S2
2991,102950,325 Milner Ave,Toronto,ON,43.790180,-79.234160,M1B 5N1
2610,100443,1630 Danforth Ave,Toronto,ON,43.683623,-79.322325,M4C 1H6
2992,102951,1615 Ellesmere Rd,Scarborough,ON,43.771630,-79.253620,M1P 2Y3
1030,102035,1242 Hwy 8,Stoney Creek,ON,43.208554,-79.653282,L8E 5K3
931,101873,4 Lebovic Rd,Scarborough,ON,43.726897,-79.291295,M1L 4V9
2553,102823,1641 Markham Rd,Toronto,ON,43.792760,-79.238270,M1B 2W5
2170,102934,1000 Gerrard Street East,Toronto,ON,43.668618,-79.338299,M4M 3G6
3375,100816,2370 Lawrence Avenue East,Scarborough,ON,43.749645,-79.274333,M1P 2R5
2112,102413,300 Borough Drive,Scarborough,ON,43.775482,-79.253952,M1P 4P5
1950,100559,300 Borough Dr,Scarborough,ON,43.775482,-79.253952,M1P 4P5
3026,103058,100 Borough Dr,Scarborough,ON,43.771850,-79.258480,M1P 4W2
4149,919352,2745 West 26th St,Erie,PA,42.089429,-80.134083,16506
2424,102758,1896 Eglinton Ave E,Scarborough,ON,43.725903,-79.296604,M1L 2L9
2012,100934,1500 O'Connor Dr,East York,ON,43.713934,-79.306290,M4B 2T8
953,101910,1401 Ellesmere Rd,Scarborough,ON,43.770110,-79.261280,M1P 4R4
3116,103387,1195 Danforth Ave,Toronto,ON,43.681491,-79.332251,M4J 1M7
2341,104895,825 Coxwell Avenue,East York,ON,43.689759,-79.325922,M4C 3E7
1515,103159,15930 Old Simcoe Rd,Port Perry,ON,44.110407,-78.957496,L9L 0A2
2686,101348,"1 Eglington Square, Unit #121",Toronto,ON,43.723876,-79.301425,M1L 2K1
1091,102156,1900 O'Connor Dr,Toronto,ON,43.722922,-79.302902,M4A 1X2
1017,102011,438 Nugget Ave,Scarborough,ON,43.798924,-79.241842,M1S 4A4
3216,104819,51 Dockside Drive,Toronto,ON,43.643855,-79.367152,M5A 0B6
1016,102010,1900 Midland Ave,Scarborough,ON,43.766378,-79.270727,M1P 5E2
2067,101868,4820 Sheppard Ave E Units 27 - 29,Scarborough,ON,43.791370,-79.251076,M1S 4N5
3829,910900,2565 West 12th St,Erie,PA,42.102642,-80.137859,16505
2869,102494,561 O'Connor Dr,Toronto,ON,43.697946,-79.328503,M4C 2Z7
2255,103852,547 Gerrard St E,Toronto,ON,43.664817,-79.354878,M4M 1X7
3222,104899,1670 McCowan Rd,Scarborough,ON,43.787282,-79.257278,M1S 3L5
4289,105061,14 St. Matthews Road,Toronto,ON,43.664870,-79.355161,M4M 2B5
1439,102966,"4850, avenue Fardel",Bécancour,QC,46.272275,-72.504716,G9H 1V6
2673,101242,743 Pape Ave,Toronto,ON,43.679660,-79.345140,M4K 3T1
3148,103710,1 Yonge Street,Toronto,ON,43.641920,-79.374610,M5E 1E5
2542,102594,1480 Kennedy Rd.,Scarborough,ON,43.762473,-79.279841,M1P 2L7
2423,102722,2044 Lawrence Ave,Toronto,ON,43.745380,-79.294740,M1R 2Z3
1472,103063,"1400, rue éDouard-Dufour",Plessisville,QC,46.210510,-71.775120,G6L 5S2
2691,101427,200 King St E,Toronto,ON,43.650952,-79.369642,M5A 3W8
3189,104309,200 King Street East,Toronto,ON,43.650911,-79.370217,M5W 2A8
2074,102012,481 Danforth Ave,Toronto,ON,43.677980,-79.349590,M4K 1P5
2072,102000,323 Richmond St E,Toronto,ON,43.653395,-79.368880,M5A 4R3
1640,103618,1733 Eglinton Avenue East,Toronto,ON,43.725915,-79.312781,M4A 1J8
3418,101735,40 Bay St,Toronto,ON,43.643130,-79.377880,M5J 2X2
2807,102292,5551 Finch Ave E,Scarborough,ON,43.813018,-79.242940,M1B 2T9
2233,103477,335 Parliament St,Toronto,ON,43.660205,-79.366312,M5A 2Z3
2715,101658,16 William Kitchen Road,Scarborough,ON,43.770985,-79.278556,M1P 5B7
2728,101880,207 Queens Quay W,Toronto,ON,43.639400,-79.382720,M5J 1A7
2148,102773,33 Yonge Street,Toronto,ON,43.647931,-79.376210,M5E 1G4
3171,103935,65 Front St W,Toronto,ON,43.646510,-79.377520,M5J 1E6
3252,100797,1725 Eglinton Ave E,Toronto,ON,43.726287,-79.316248,M4A 1J6
906,101837,1 William Kitchen Rd,Toronto,ON,43.772262,-79.279676,M1P 5B7
2146,102753,18 King St. East,Toronto,ON,43.649552,-79.376961,M5C 1C4
1555,103235,200 Bay Street,Toronto,ON,43.647310,-79.379700,M5J 2J1
4303,104432,180 Wellington Street West,Toronto,ON,43.649055,-79.379121,M5J 1J1
1050,102064,97 Lindsay St S,Lindsay,ON,44.350205,-78.732341,K9V 2M5
57,100460,40 King St W,Toronto,ON,43.648766,-79.379622,M5H 3Y2
2290,104783,175 Dundas Street East,Toronto,ON,43.657008,-79.374293,M5A 1Z4
2095,102253,55 York St,Toronto,ON,43.646167,-79.382607,M5J 1R7
2169,102930,537 Parliament Street,Toronto,ON,43.665040,-79.368290,M4X 1P3
2010,100927,1 Richmond St W,Toronto,ON,43.651496,-79.379048,M5H 3W4
81,102874,30 Bond St.,Toronto,ON,43.653798,-79.377294,M5B 1W8
2923,102704,100 Wellington St. West,Toronto,ON,43.647085,-79.382658,M5K 1E7
2127,102595,2 Queen St E,Toronto,ON,43.652948,-79.378369,M5C 3G7
3053,103144,33 University Avenue,Toronto,ON,43.646304,-79.383597,M5J 2S7
1015,102009,1621 Birchmount Rd,Scarborough,ON,43.763699,-79.291150,M1P 2J3
3107,103333,200 Front Street W,Toronto,ON,43.644740,-79.384990,M5V 3K2
3106,103332,333 Bay St.,Toronto,ON,43.650153,-79.380902,M5H 1A1
69,101691,130 King St W,Toronto,ON,43.648048,-79.382941,M5X 1A9
2085,102115,90 Adelaide St W,Toronto,ON,43.649661,-79.381850,M5H 3V9
3423,102401,360 Bay St,Toronto,ON,43.650652,-79.381320,M5H 2V6
95,103389,150 King Street West,Toronto,ON,43.647920,-79.383540,M5J 1J9
2131,102614,145 King St W,Toronto,ON,43.647582,-79.383956,M5H 1J8
3096,103310,220 Yonge Street,Toronto,ON,43.653278,-79.379641,M5B 2H1
2700,101524,241 Church St,Toronto,ON,43.656761,-79.377025,M5B 1Z4
2831,102368,581 Parliament St,Toronto,ON,43.667080,-79.369110,M4X 1P7
2911,102669,245 Church St.,Toronto,ON,43.657182,-79.377036,M3H 6A7
3167,103908,123 Garratt Blvd,Toronto,ON,43.734128,-79.317374,M3K 1Y5
2344,104396,1 Blue Jays Way,Toronto,ON,43.641870,-79.389846,M5V 1J1
2128,102601,65 Queen St W,Toronto,ON,43.651750,-79.382390,M5H 2M5
2108,102387,200 Wellington St W,Toronto,ON,43.645858,-79.387250,M5V 3C7
2285,104354,261 Yonge Street,Toronto,ON,43.655156,-79.380390,M5B 1N8
2420,102390,5220 Finch Ave E,Scarborough,ON,43.810062,-79.256704,M1S 4Z6
2857,102480,"South East, 2nd Floor, 50 Gould St",Toronto,ON,43.658346,-79.378136,M5B 2K3
2844,102433,325 Front St W,Toronto,ON,43.643436,-79.389975,M5V 2Y1
1976,100670,26 Dundas St,Toronto,ON,43.656736,-79.379895,M5B 2L6
2339,104752,4200 Sheppard Avenue East,Scarborough,ON,43.785100,-79.279500,M1S 1T3
3340,103887,350 Victoria St,Toronto,ON,43.658009,-79.380418,M5B 2K3
2829,102357,111 Carlton St,Toronto,ON,43.662312,-79.377131,M5B 2G3
92,103297,595 Bay Street,Toronto,ON,43.656447,-79.381730,M5G 2C2
3093,103305,575 Bay Street,Toronto,ON,43.655643,-79.382561,M5G 2C5
2182,103021,340 Front Street West,Toronto,ON,43.643692,-79.391745,M5V 3W7
3037,103091,"7th Floor, 575 Bay St",Toronto,ON,43.655632,-79.382658,M5G 2C5
2196,103143,148 Simcoe St,Toronto,ON,43.649838,-79.387094,M5H 3G4
2134,102629,322A King St W,Toronto,ON,43.646697,-79.389642,M5V 1J2
1783,103253,150 Wynford Drive,Toronto,ON,43.726620,-79.327550,M3C 1K6
2858,102481,380 Victoria St.,Toronto,ON,43.659094,-79.380990,M5B 2K3
1731,104106,751 Don Mills Road ,Toronto,ON,43.716466,-79.337116,M3C 1S3
1518,103164,85 Mount Hope St,Lindsay,ON,44.368647,-78.723675,K9V 5J1
3230,103582,553 Lakeshore Blvd.,Toronto,ON,43.636399,-79.399652,M5V 1A6
2334,104879,2301 Brimley Road,Scarborough,ON,43.797708,-79.272237,M1S 5B8
2943,102775,100 Wynford Dr,Toronto,ON,43.726680,-79.330840,M3C 4B4
882,101800,1244 Lawrence Ave E,Toronto,ON,43.741200,-79.319300,M3A 1C3
2098,102277,444 Yonge St,Toronto,ON,43.661191,-79.383299,M5B 2H4
2099,102278,444 Yonge St,Toronto,ON,43.661216,-79.383353,M5B 2H4
2075,102017,438 University Ave,Toronto,ON,43.654572,-79.388639,M5G 2K8
2167,102917,481 University Ave.,Toronto,ON,43.655449,-79.388022,M5G 2E9
823,101709,26 Overlea Blvd,East York,ON,43.705050,-79.349900,M4H 1A4
2224,103349,119 Spadina Avenue,Toronto,ON,43.647030,-79.395162,M5V 2L1
968,101927,1110 Don Mills Rd,Toronto,ON,43.720520,-79.338780,M3B 3R7
2779,102182,843 Don Mills Rd,Toronto,ON,43.720520,-79.338780,M3C 1V4
2640,100909,555 University Ave,Toronto,ON,43.656340,-79.388850,M5G 1X8
1548,103227,419 Bloor Street East,Toronto,ON,43.672344,-79.376856,M4W 1H7
1611,103490,2050 Victoria Park,Toronto,ON,43.752743,-79.313583,M1R 1V2
2773,102161,200 Elizabeth St,Toronto,ON,43.659500,-79.386990,M5T 2S8
2924,102707,657 University Ave,Toronto,ON,43.657520,-79.389370,M5G 2C4
3027,103061,600 University Avenue,Toronto,ON,43.657460,-79.389650,M5G 1X5
2735,101939,610 University Ave,Toronto,ON,43.657582,-79.389704,M5G 2C4
2638,100890,1309 Lawrence Ave E,Toronto,ON,43.740780,-79.324690,M3A 1C6
2886,102572,333 Bloor St. E,Toronto,ON,43.671810,-79.379460,M4W 1G9
3094,103306,76 Grenville Street,Toronto,ON,43.661216,-79.387612,M5S 1B2
2968,102871,101 College Street,Toronto,ON,43.660266,-79.388424,M5G 1L7
2802,102283,844 Don Mills Rd,Toronto,ON,43.723000,-79.339670,M3C 1V7
630,101282,101 East St S,Bobcaygeon,ON,44.536783,-78.537758,K0M 1A0
2782,102195,250 Bloor St E,Toronto,ON,43.671590,-79.380540,M4W 1E6
3408,100752,3850 Sheppard Ave E,Scarborough,ON,43.782157,-79.293245,M1T 3L4
2884,102560,200 Bloor St. E,Toronto,ON,43.671304,-79.381832,M4W 1E5
2189,103065,700 University Avenue,Toronto,ON,43.659652,-79.390801,M5G 1Z5
2234,103482,175 Bloor Street East,Toronto,ON,43.671185,-79.382393,M4W 3R8
1543,103217,56 Wellesley Street West,Toronto,ON,43.664550,-79.387540,M4Y 1G2
3090,103286,1571 Sandhurst Circle,Toronto,ON,43.810380,-79.271379,M1V 1V2
2411,101761,329 Kent St W,Lindsay,ON,44.351419,-78.753904,K9V 2Z7
2138,102657,477 Dundas St W,Toronto,ON,43.653174,-79.396933,M5T 1H1
1785,104275,720 King St. West,Toronto,ON,43.643844,-79.404080,M5V 2T3
2151,102817,"75 Ellesmere Rd, unit 1b",Scarborough,ON,43.757910,-79.315020,M1R 4B7
1993,100756,370 Kent St W,Lindsay,ON,44.350632,-78.757338,K9V 6G8
1837,100225,191 Kent St W,Lindsay,ON,44.350991,-78.757864,K9V 2Y9
2788,102228,3600 Sheppard Ave E,Scarborough,ON,43.781258,-79.298887,M1T 3K7
2955,102801,99 Wellesly Street W,Toronto,ON,43.663160,-79.392650,M7A 1W3
2221,103342,659 Queen Street West,Toronto,ON,43.646960,-79.405200,M6G 1L1
2089,102162,769 Yonge St,Toronto,ON,43.671143,-79.387033,M4W 2G4
2611,100451,1 King's College Cir.,Toronto,ON,43.660960,-79.394900,M5S 1A5
1999,100788,1170 Bay St,Toronto,ON,43.669135,-79.389247,M5S 2B4
90,103257,50 Bloor Street West,Toronto,ON,43.670138,-79.388698,M4W 3L8
2310,104853,85 Laird Dr.,Toronto,ON,43.705297,-79.361443,M4G 3T7
4312,104064,#72 2410 Division Avenue NW,Medicine Hat,AB,43.709358,-79.358370,T1A 0C3
3202,104395, 210 Princes Boulevard,Toronto,ON,43.632368,-79.418343,M6K 3C3 
2836,102385,952 King St W,Toronto,ON,43.642038,-79.412000,M6K 1E4
2193,103124,455 Spadina Avenue,Toronto,ON,43.657940,-79.399950,M5S 1A1
3009,103012,100 St. George Street,Toronto,ON,43.662608,-79.397815,M5S 3G4
1238,102500,51 Talbot St,Cayuga,ON,42.952111,-79.848569,N0A 1E0
2119,102491,750 Dundas St W,Toronto,ON,43.652300,-79.406020,M6J 3S3
2262,103942,4186 Finch Ave E,Scarborough,ON,43.803590,-79.287080,M1S 4T5
2797,102249,399 Bathurst St,Toronto,ON,43.653700,-79.406578,M5T 2S8
2135,102634,939 Eglinton Ave E,Toronto,ON,43.714297,-79.359809,M4G 4E8
398,100598,327 Fruitland Rd,Stoney Creek,ON,43.222390,-79.700270,L8E 5M1
1374,102813,7330 Markham Road,Markham,ON,43.845221,-79.253547,L3S 4V7
2093,102224,246 Bloor St W,Toronto,ON,43.668010,-79.397350,M5S 1V4
3241,103261,5975 Steeles Ave E,Toronto,ON,43.832654,-79.266443,M1V 5P6
2934,102746,150 Don Mills Road,Toronto,ON,43.736838,-79.345086,M3C 1W6
627,101274,2501 Victoria Park Rd,Scarborough,ON,43.771100,-79.321090,M1T 1A1
2827,102353,4000 Finch Ave E,Scarborough,ON,43.801704,-79.296398,M1S 3T6
1337,102726,5641 Steeles Ave. E,Toronto,ON,43.831950,-79.271330,M1V 5P6
4261,104970,1033 Queen St. W,Toronto,ON,43.643719,-79.421249,M6J 0A6
2125,102582,334 Bloor St W,Toronto,ON,43.666640,-79.403850,M5S 1W9
1536,103204,2363 Warden Ave.,Toronto,ON,43.784920,-79.310450,M1T 1V7
2403,101380,5445 Steeles Ave,Scarborough,ON,43.830378,-79.276056,M1V 5C2
2641,100938,800 Lawrence Avenue East,Toronto,ON,43.734843,-79.354660,M3C 1P4
2822,102340,150 Dupont St,Toronto,ON,43.675810,-79.402560,M5R 2E6
2239,103584,745 College St,Toronto,ON,43.655025,-79.419630,M6G 1C5
2817,102314,381 Mount Pleasant Rd,Toronto,ON,43.698170,-79.386430,M4S 2L5
928,101869,6565 Hwy 7,Markham,ON,43.878245,-79.239964,L3P 3B4
2082,102094,1521 Yonge St,Toronto,ON,43.689120,-79.394540,M4T 1Z2
3192,104333,481 Barton Street East,Stoney Creek,ON,43.226188,-79.712891,L8E 2L7
2732,101893,150 Kilgour Rd,Toronto,ON,43.717683,-79.373345,M4G 1R8
3403,100369,102 Highway 8,Stoney Creek,ON,43.217050,-79.718710,L8G 4H3
242,100164,483 Hwy 8,Stoney Creek,ON,43.217050,-79.718710,L8H 5B9
1628,103557,102 Hwy 8,Stoney Creek,ON,43.217070,-79.718710,L8G 4H3
2852,102470,1840 Bayview Ave.,Toronto,ON,43.713620,-79.377552,M4G 3C9
