markerid,storeid,street,city,state,lat,lng,zipcode
3453,913917,1255 Hempstead Turnpike,Long Island,NY,40.719521,-73.589096,11553
3654,913808,735 Anderson Hill Rd,Purchase,NY,41.038799,-73.695745,10577
4241,915188,452 North Ave,New Rochelle,NY,40.917898,-73.785996,10801
3538,914163,93-40 Sutphin Blvd,Jamaica,NY,40.700380,-73.807665,11435
3517,913543,1276 Lexington Ave.,New York,NY,40.779377,-73.955667,10028
3519,913561,162 72nd Street,New York,NY,40.776285,-73.976105,10105
3516,913542,47 East 42nd St.,New York,NY,40.752698,-73.979021,10017
3518,913545,761 7th Avenue,New York,NY,40.761100,-73.983259,10019
3531,913851,1021 6th Ave,Manhattan,NY,40.752343,-73.985925,10018
3520,913563,750 9th Avenue,New York,NY,40.763784,-73.988731,10019
4202,913562,253 W 42nd St,New York,NY,40.756816,-73.988762,10036
3515,913538,152 West 34th Streeet,New York,NY,40.750508,-73.989479,10001
3447,913544,34 East Union Square,New York,NY,40.735724,-73.989139,10025
3514,913537,401 7th Avenue,New York,NY,40.749733,-73.991536,10001
3512,913535,2 Penn Plaza,New York,NY,40.749560,-73.991661,10121
3935,913534,1 Penn Plaza,New York,NY,40.749413,-73.991886,10119
3513,913536,2 Penn Plaza,New York,NY,40.750600,-73.996600,10121
4209,914850,381 Hamilton Street,Geneva,NY,40.495902,-74.461191,14456
4294,915228,2765 State Route 23,Stockholm,NJ,41.090500,-74.522300,7460
3560,914822,1100 Pattison Avenue ,Philadelphia,PA,39.904643,-75.167855,19148
3462,914626,3601 S. Broad Street,Philadelphia,PA,39.904272,-75.171332,19148
3528,913798,106 New Scotland Ave,Albany,NY,42.652610,-73.778500,12208
3755,914802,1174 Mt Cobb Rd,Lake Ariel,PA,41.409320,-75.505990,18436
3529,913799,1400 Washington Ave,Albany,NY,42.689741,-73.820390,12222
3723,914242,1028 Main St.,Hobart,NY,42.371484,-74.670907,13786
3734,914258,54 Elm St.,Delhi,NY,42.275146,-74.917243,13753
3712,914229,494 West Main Street,Hancock,NY,41.956423,-75.293473,13783
3714,914231,1308 E Main St,Endicott,NY,41.956423,-75.293473,13760
3736,914261,15863 St Hwy 23,Davenport,NY,42.470070,-74.847590,13750
3464,914702,225 Highland Park Blvd ,Hanover Township,PA,41.238095,-75.853572,18702
3727,914247,360 St Hwy 10,Deposit,NY,42.060083,-75.427677,13754
3728,914248,4968 State Highway 23,Oneonta,NY,42.448635,-75.036947,13820
3732,914253,570 Main St.,Oneonta,NY,42.456879,-75.039268,13820
3720,914237,195 County RT 48,Otego,NY,42.384846,-75.173565,13825
3731,914252,169 Oneida St,Oneonta,NY,42.444890,-75.106730,13820
3718,914235,4102 State Highway 23,West Oneonta,NY,42.470608,-75.108289,13861
3730,914251,180 Main St.,Unadilla,NY,42.321567,-75.330114,13849
3725,914245,1 West Main St.,Sidney,NY,42.313034,-75.389803,13838
3724,914244,112 Delaware Avenue,Sidney,NY,42.301297,-75.407925,13838
3578,914296,25106 State Route 11,Hallstead,PA,41.960830,-75.743351,18822
3689,913855,5 Commons Dr. Rte 28,Cooperstown,NY,42.649856,-74.962977,13326
3722,914241,49 Genesee St.,Cherry Valley,NY,42.797116,-74.754483,13320
3571,914167,4192 State Highway 30,Amsterdam,NY,43.017368,-74.193760,12010
3721,914238,3622 NYS Rt 79,Harpursville ,NY,42.182684,-75.632209,13787
3735,914259,1178 Vestal Ave.,Binghamton,NY,42.088924,-75.914416,13903
3710,914227,10 North Canal St.,Oxford,NY,42.442865,-75.596773,13830
3556,914683,Building 421,Dover,DE,39.118687,-75.456605,19902
3726,914246,5 Kattelville Rd.,Chenango Bridge,NY,42.169179,-75.873247,13745
3729,914250,1232 Upper Front St.,Binghamton,NY,42.154846,-75.896266,13905
3709,914226,4839 State Highway 23,Norwich,NY,42.540086,-75.507917,13815
3690,913856,54 East Main St,Norwich,NY,42.531530,-75.520230,13815
3716,914233,3300 Old Vestal Road,Vestal ,NY,42.130151,-75.993168,13851
3570,913795,1166 Castle Creek Rd,Castle Creek,NY,42.229429,-75.919059,13744
3719,914236,1 E Main St. West,Winfield,NY,42.885792,-75.187084,13491
3711,914228,84 North Main Street,Sherburne,NY,42.683911,-75.501639,1360
3540,914165,Aberdeen Proving Grounds G Bldg 6002,Aberdeen,MD,39.458760,-76.112036,21005
3692,913858,1145 Rt 17C,Owego,NY,42.098775,-76.235252,13827
3580,914166,6008 Jayhawk Rd. Bldg 6008,Aberdeen,MD,39.475097,-76.140110,21055
3696,913865,Brandford Town Centre RR Box 6035,Towanda,PA,41.753700,-76.477600,18848
3708,914225,977 RT 79,Richford,NY,42.360790,-76.210710,13835
3753,914704,448 North Keystone Ave.,Sayre,PA,41.992659,-76.529154,18840
3585,911157,3014 Elmira Street,Sayre,PA,41.991850,-76.547750,18810
3875,911062,141 Clinton Avenue,Cortland,NY,42.606319,-76.168170,13045
3674,913830,87 E State St,Sherrill,NY,43.075468,-75.593959,13461
3500,911166,3932 State Route 281,Cortland,NY,42.597277,-76.205164,13045
3677,913833,71 Nelson St,Cazenovia,NY,42.926554,-75.842545,13035
3695,913863,595 Elmira St,Troy,PA,41.790228,-76.778765,16947
3685,913841,217 Erie Blvd,Rome,NY,43.211288,-75.460513,14738
3670,913826,Rt 5 & Oxbow Rd,Canastota,NY,43.069730,-75.752140,13032
3557,914744,"Robert Trent Jones Golf Course, 213 Warren Rd",Ithaca,NY,42.457021,-76.468486,14850
3504,911232,710 South Meadow Street,Ithaca,NY,42.432057,-76.508021,14850
3649,911233,710 South Meadow St,Ithaca,NY,42.432490,-76.508060,14850
3942,913780,407 Elmira Rd.,Ithaca,NY,42.419372,-76.520332,14850
3754,914762,600 North Fulton St.,Ithaca College,NY,42.445200,-76.509222,14850
3648,911231,2300 Triphammer Road,Ithaca,NY,42.482922,-76.485161,14850
3448,913818,1600 Cedar Street,Elmira,NY,42.057990,-76.794240,14904
3669,913825,800 W Genesee St,Chittenango,NY,43.047080,-75.893650,13037
3590,911164,299 S. Main Street,Elmira,NY,42.082452,-76.804840,14904
3591,911165,299 South Main Street,Elmira,NY,42.082452,-76.804840,14904
3675,913831,199 W Seneca St,Manilus,NY,42.997032,-75.987034,13104
3673,913829,5351 N Burdick St,Fayetteville,NY,43.030350,-76.016879,13066
3589,911163,830 Consumer Square Plaza,Elmira,NY,42.130000,-76.852800,14903
3750,914678,4600 East Genesee St.,DeWitt,NY,43.034439,-76.064371,13214
3681,913837,4410 E Genesee St,De Witt,NY,43.035255,-76.067585,13214
3889,911100,7043 Manlius Center Road,East Syracuse,NY,43.062411,-76.035668,13057
4225,914073,3439 Erie Blvd. ,Dewitt,NY,43.046255,-76.067944,13214
3828,910898,985 East Brighton Avenue,Syracuse,NY,43.002975,-76.129859,13205
3672,913828,620 Nottingham Rd,Syracuse,NY,43.021926,-76.109486,13210
3759,914908,4141 S Salina St ,Syracuse,NY,43.008347,-76.141073,13212
3713,914230,2501 Erie Blvd,Syracuse,NY,43.053850,-76.104030,13224
3877,911064,6227 Thompson Road,Syracuse,NY,43.072724,-76.089155,13214
3510,913470,750 East Adams St,Syracuse,NY,43.042690,-76.140509,13210
3715,914232,4464 West Seneca Turnpike,Syracuse ,NY,42.997387,-76.203537,13212
3707,914224,356 N. Midler Ave.,Syracuse,NY,43.075919,-76.105375,13206
3679,913835,181 Shop City Plaza,Syracuse,NY,43.073520,-76.120430,13206
3924,913325,4753 Onondaga Blvd,Geddes,NY,43.033372,-76.189642,13219
4267,915184,700 1st North St. ,Syracuse,NY,43.069379,-76.148956,13208
3927,913368,6360 E Taft Rd,Cicero,NY,43.127120,-76.080403,13057
3680,913836,2120 W Genesee St,Syracuse,NY,43.048198,-76.197151,13219
3906,911131,1210 Buckley Rd,Liverpool,NY,43.091351,-76.170023,13088
3691,913857,504 1/2 S Franklin St,Watkins Glen,NY,42.369644,-76.867599,14891
3548,914409,3720 Brewerton Rd.,Syracuse,NY,43.117576,-76.143666,13212
3671,913827,3803 Brewerton Rd N,Syracuse,NY,43.119285,-76.143691,13212
3932,913528,3911 Brewerton Rd,Clay,NY,43.121198,-76.142737,13212
3876,911063,911 North Main St.,North Syracuse,NY,43.138684,-76.128517,13212
3668,913824,5335 W Genesee St,Camillus,NY,43.041187,-76.270963,13031
3869,911052,Rt. 111,Biddeford,ME,43.492500,-70.453903,4005
3676,913832,40 Fennell St,Skaneateles,NY,42.948267,-76.433241,13152
3733,914256,2052 W Genesee Turnpike,Camillus,NY,43.034190,-76.364530,13031
3577,913797,5600 Bartel Rd,Brewerton,NY,43.231802,-76.131218,13029
3678,913834,8417 Oswego Rd,Clay,NY,43.178423,-76.257473,13027
3898,911117,160 Grant Avenue,Auburn,NY,42.944596,-76.550717,13021
3587,911159,352 Genesee Street,Auburn,NY,42.919394,-76.591667,13021
3740,914611,682 North Main St.,Central Square,NY,43.287730,-76.146864,13036
3965,914301,3610 St. Rt. 31,Baldwinsville,NY,43.158679,-76.332709,13027
3667,913823, 2265 Downer St,Baldwinsville,NY,43.151991,-76.349901,13027
3737,914263,28 St. RT 11,Central Square,NY,43.275549,-76.210817,13036
4161,919365,398 US Route 1,Scarborough,ME,43.586800,-70.352299,4074
3477,914298,2767 Route 31,Weedsport,NY,43.056107,-76.557324,13166
4063,915746,291 Maine Mall,South Portland,ME,43.634552,-70.337377,4106
3682,913838,7395 Turrin Rd,Lowville,NY,43.777600,-75.483500,16508
3491,911055,1412 Congress Street,Portland,ME,43.658923,-70.297794,4102
4081,917480,50 Market St,South Portland,ME,43.635856,-70.254123,4106
3687,913853,1963 Kingdom Plaza,Waterloo,NY,42.904408,-76.834273,13165
3688,913854,321 Liberty St,Penn Yan,NY,42.661450,-77.056664,14527
3478,914299,222 S. Second St. ,Fulton,NY,43.319178,-76.413680,13069
3717,914234,2969 SR 49 Central Square,Oswego,NY,43.287423,-76.471230,13036
3647,911230,309 West Morris Street,Bath,NY,42.336238,-77.329635,14810
3683,913839,3830 Rome Rd,Pulaski,NY,43.557940,-76.118400,13142
4174,919382,451 Hamilton Road,Geneva,NY,42.857340,-77.002070,14456
3459,914417,North University Drive & East Park Avenue,University Park,PA,40.810183,-77.862127,16802
3824,910892,200 East First Street,Oswego,NY,43.454229,-76.505870,13126
4332,914592,7060 Route 104,Oswego,NY,43.451831,-76.544149,13126
3796,910855,821 W. Union St,Newark,NY,43.046948,-77.113473,14513
4176,919384,10 Booth Street,Canandaigua,NY,42.877916,-77.268592,14424
4121,919013,5150 North St.,Canandaigua,NY,42.906275,-77.291243,14424
3644,911227,5150 North Street,Canandaigua,NY,42.904360,-77.297260,14424
3698,913892,22050 Seaway Shopping Center,Watertown,NY,43.974780,-75.910760,13601
4342,915380,21306 New York rt 12F,Watertown,NY,43.989256,-75.946821,13601
3870,911053,147 Pleasant Street,Brunswick,ME,43.912453,-69.985085,4011
3909,911151,5 Horton Place,Topsham,ME,43.927502,-69.976402,4086
3539,914164,5857 Route 96,Farmington,NY,42.974423,-77.339674,14425
3799,910859,848 Minot Avenue,Auburn,ME,44.081467,-70.262658,4210
3844,911003,60 Fair Street,Norway,ME,44.210801,-70.529621,4268
4049,915720,855 Lisbon St.,Lewiston,ME,44.082471,-70.199365,4240
3624,911203,35 Franklin Plaza,Dansville,NY,42.562131,-77.700467,14437
3496,911143,101 Broad Street,Plattsburgh,NY,44.695098,-73.465750,12901
3784,910738,458 Center Street,Auburn,ME,44.117885,-70.225029,4210
3807,910870,736 Sabattus Street,Lewiston,ME,44.102999,-70.177220,4240
4173,919381,260 West Main Street,Victor,NY,42.986532,-77.418026,14564
3584,911156,111 Bolivar Road,Wellsville,NY,42.127130,-77.964864,14895
4196,910995,7029 Aldridge Rd,Victor,NY,42.998747,-77.413101,14564
3650,911234,6272 Furnace Road,Ontario,NY,43.226685,-77.282485,14519
3635,911215,6720 Pittsford/Palmyra Road,Fairport,NY,43.069255,-77.441988,14450
3873,911059,720 Pittsford Victor Road,Pittsford,NY,43.060278,-77.475253,14534
4120,919012,908 Fairport Road,East Rochester,NY,43.099588,-77.458099,14445
4308,914866,2230 Penfield Road,Penfield,NY,43.131486,-77.436664,14526
3789,910770,447 W. Commercial,East Rochester,NY,43.115915,-77.495888,14445
3744,914620,1660 Penfield Rd,Penfield,NY,43.132568,-77.490310,14526
3503,911213,1601 Penfield Road,Rochester,NY,43.135133,-77.498484,14625
3782,910736,1 Ryan Drive,Geneseo,NY,42.797800,-77.787029,14454
4313,915242,"819 Ridge Road, Webster",Monroe,NY,43.204602,-77.475167,14580
3764,910708,1580 Jefferson Road,Henrietta,NY,43.087144,-77.582912,14623
3623,911202,270 East Main Street,Avon,NY,42.910168,-77.733494,14414
4140,919340,1786 Empire Blvd,Penfield,NY,43.187224,-77.505322,14580
3633,911212,1100 Jefferson Road,Henrietta,NY,43.087236,-77.606540,14623
3631,911210,175 North Winton Road,Rochester,NY,43.149023,-77.553366,14610
3757,914861,217 N Winton Rd. ,Rochester,NY,43.149667,-77.553011,14610
3473,911008,375 Kenneth Drive,Rochester,NY,43.059287,-77.644310,14623
3632,911211,1900 Clinton Ave S,Rochester,NY,43.120710,-77.593020,14618
3941,913777,1250 University Ave,Rochester,NY,43.151127,-77.569194,14607
4079,917478,4760 W Henrietta Rd,Henrietta,NY,43.058365,-77.652217,14467
4128,919021,607 Jefferson Rd.,Rochester,NY,43.087000,-77.628443,14623
3747,914625,2970 W Henrietta Rd,Henrietta,NY,43.092730,-77.632855,14620
3536,914144,44 Pierrepont Ave,Potsdam,NY,44.664250,-74.978960,13676
4229,914619,2190 E Henrietta Rd,Henrietta,NY,43.116436,-77.616924,14467
3467,913806,1286 Mt Hope Ave,Rochester,NY,43.125008,-77.617300,14620
3746,914623,718 E Main St,Rochester,NY,43.160263,-77.593024,14604
3543,914297,115 South Ave.,Rochester,NY,43.154471,-77.607765,14604
4204,914356,1 E Main St,Rochester,NY,43.155710,-77.612470,14614
4075,917472,1517 E. Ridge Rd.,Irondequoit,NY,43.199157,-77.576716,14621
3630,911209,1455 Ridge Road East,Rochester,NY,43.198803,-77.578330,14621
3485,910994,20 Erie Station Road,Delaware North,NY,43.041167,-77.715654,14586
3627,911206,450 West Avenue,Rochester,NY,43.149988,-77.638975,14611
4160,919364,1657 Hudson Ave,Rochester,NY,43.197051,-77.600186,14617
3626,911205,710 Lake Avenue,Rochester,NY,43.177944,-77.631224,14613
4085,917484,1525 Lake Ave,Rochester,NY,43.194478,-77.628824,14615
3872,911058,2311 Chili Ave,Gates,NY,43.129937,-77.694424,14624
3878,911068,1631 Lyell Avenue,Rochester,NY,43.164663,-77.668945,14606
4127,919020,1508 Buffalo Rd.,Gates,NY,43.149900,-77.691282,14624
3745,914622,990 W Ridge Rd,Greece,NY,43.203530,-77.652735,14615
3628,911207,2345 Buffalo Road,Rochester,NY,43.146758,-77.712397,14624
4146,919349,802 Paul Road,Rochester,NY,43.105960,-77.748646,14624
3634,911214,3507 Mt. Read Blvd.,Greece,NY,43.222533,-77.659005,14616
4129,919022,3663 Mt. Read Blvd.,Rochester,NY,43.225651,-77.659099,14616
3886,911082,2037 West Ridge Road,Greece,NY,43.207680,-77.682153,14626
4240,915187,27 Greece Ridge Center Dr.,Rochester,NY,43.204626,-77.690849,14626
559,101022,713  King St E,Gananoque,ON,44.337504,-76.150235,K7G 1H4
4159,919363,1563 Spencerport Road,Gates,NY,43.174838,-77.731999,14606
3433,103979,678 Hwy 401 West,Mallorytown,ON,44.474090,-75.869780,K0E 1R0
3434,103980,680 Highway 401 Eastbound,Mallorytown,ON,44.478794,-75.895154,K0E 1R0
3405,100465,680 Hwy 401 Eastbound,Mallorytown South,ON,44.504953,-75.835640,K0E 1R0
4179,919388,4380 Buffalo Road,North Chili,NY,43.120113,-77.804703,14514
3629,911208,500 Elmridge Center Drive,Rochester,NY,43.215479,-77.729066,14626
3951,914082,649 Long Pond Rd.,Greece,NY,43.254721,-77.697947,14612
3895,911112,403 North Union Street,Olean,NY,42.085372,-78.429970,14760
3786,910744,230 Western Ave,Augusta,ME,44.314356,-69.800914,4330
2491,101870,29 Niagara Park Dr,Kingston,ON,44.238958,-76.454287,K7K 7B4
1796,100026,77 William Street,Brockville,ON,44.592840,-75.688810,K6V 4V7
3586,911158,2401 West State Street,Olean,NY,42.077144,-78.457212,14760
262,100220,285 Ontario St,Kingston,ON,44.232224,-76.479131,K7K 2X7
3201,104390,76 Stuart Street,Kingston,ON,44.224328,-76.494609,K7L 2V7
3194,104353,76 Stuart St,Kingston,ON,44.224330,-76.494610,K7L 2V7
3344,103909,116 Barrie St,Kingston,ON,44.226801,-76.490733,K7L 3J9
2956,102802,116 Barrie Street,Kingston,ON,44.226801,-76.490733,K7L 3N6
4058,915737,3012 NY SR 417,Olean,NY,42.076999,-78.463901,14760
3832,910963,54 Bangor Street,Augusta,ME,44.320244,-69.765460,4330
2636,100878,284 Earl St.,Kingston,ON,44.229773,-76.494216,K7L 3N6
3422,102077,312 Princess St,Kingston,ON,44.232605,-76.489358,K7L 1B6
3894,911111,403 South Union Street,Spencerport,NY,43.184670,-77.804050,14559
3697,913888,27 Slayton Ave,Spensorsmith,NY,43.190869,-77.799859,14559
1204,102408,3049 Jefferson Dr,Brockville,ON,44.599397,-75.704755,K6V 6N7
640,101308,704 King St W,Kingston,ON,44.220668,-76.520972,K7M 2G2
659,101365,2379 Parkdale St,Brockville,ON,44.603943,-75.700211,K6V 3G9
3912,911236,2382 Rt. 19,Warsaw,NY,42.758608,-78.130838,14569
25,101170,355 Stewart Blvd,Brockville,ON,44.601640,-75.707640,K6V 4W9
3802,910863,461 N Main St.,Warsaw,NY,42.760454,-78.130596,14569
4287,914698,9005 SH 56,Raymondville,NY,44.835674,-74.976868,13678
2989,102947,100 Portsmouth Ave,Kingston,ON,44.221399,-76.526556,K7L 5A6
85,103112,1942 Parkdale Avenue,Brockville,ON,44.614492,-75.684434,K6V 7N4
1793,100015,681 Princess St,Kingston,ON,44.238400,-76.505180,K7L 1E8
1551,103230,111 Innovation Drive,Kingston,ON,44.272001,-76.446948,K7K 7E6
4295,914696,1111 Champlain Street,Ogdensburg,NY,44.700200,-75.462400,13669
1455,103015,681 John Counter Blvd.,Kingston,ON,44.257649,-76.483469,K7K 2P7
3622,911201,128 West Main Street,Leroy,NY,42.978027,-78.004449,14482
2600,104458,"1986 Highway 15, Codes Corner",Kingston,ON,44.299141,-76.422244,K7L 4V2
727,101528,1177 John Counter Boulevard,Kingston,ON,44.259616,-76.507201,K7K 6C7
246,100177,1166 Division St,Kingston,ON,44.264652,-76.498461,K7K 7H4
2449,101148,1185 Division St,Kingston,ON,44.265285,-76.498547,K7K 5W3
2499,101994,396 Bath Rd,Kingston,ON,44.237567,-76.550599,K7M 4X6
1876,100346,506 Gardiners Rd,Kingston,ON,44.237074,-76.567520,K7M 7W9
1669,103702,640 Dalton Ave,Kingston,ON,44.268950,-76.521080,K7M 8N7
117,100243,2260 Princess St,Kingston,ON,44.258280,-76.543870,K7M 3G4
579,101098,925 Edward St,Prescott,ON,44.717045,-75.520266,K0E 1T0
3749,914677,98 South Ave.,Hilton,NY,43.285865,-77.791483,14468
730,101535,660 Arlington Park Place,Kingston,ON,44.249198,-76.569862,K7M 9A5
708,101493,2435 Princess St,Kingston,ON,44.257714,-76.557621,K7M 3G1
2743,101967,945 Gardiners Rd,Kingston,ON,44.256434,-76.568737,K7M 7H4
738,101552,4037 Bath Rd,Kingston,ON,44.241985,-76.608787,K7M 4Y5
109,101172,2821 Princess St,Kingston,ON,44.259339,-76.584395,K7M 3G1
3535,914113,148 State Route 37,Hogansburg,NY,44.973889,-74.663611,13655
4226,914799,425 State Rt 37,Hogansburg,NY,44.978646,-74.684705,13655
3493,911108,1002 E. Main Street,Bradford,PA,41.977294,-78.617049,16701
4147,919350,6573 Fourth Section Rd,Brockport,NY,43.198400,-77.946260,14420
3625,911204,150 Main Street,Bradford,PA,41.955959,-78.645844,16701
2417,102147,373 Montreal Rd,Cornwall,ON,45.018218,-74.709585,K6H 1B6
1157,102301,12407 County Rd 2,Morrisburg,ON,44.901970,-75.181898,K0C 1P0
3398,100108,1 Water St E,Cornwall,ON,45.015260,-74.727010,K6H 6M2
869,101779,"1615, rue Du Sud",Cowansville,QC,45.191250,-72.754698,J2K 2Z4
240,100160,1320 Second St E,Cornwall,ON,45.026495,-74.705889,K6H 2B7
3636,911216,1800 Lake Road,Hamlin,NY,43.292341,-77.920832,14464
3651,911235,658 W. Main Street,Arcade,NY,42.532693,-78.448755,14009
1055,102071,"960 Brookdale Avenue, Unit 19",Cornwall,ON,45.023834,-74.749743,K6J 4P5
2369,100962,851 Pitt St,Cornwall,ON,45.028422,-74.734202,K6J 3S4
3287,101058,1200 Marleau Ave,Cornwall,ON,45.035003,-74.713967,K6H 2W8
171,100011,1233 Brookdale Ave,Cornwall,ON,45.027540,-74.752100,K6J 4P7
1056,102072,1380 Marleau Ave,Cornwall,ON,45.036492,-74.710448,K6H 2W8
490,100844,123 Picton Main St,Picton,ON,44.005730,-77.144940,K0K 2T0
2271,104100,3745 HWY 401 EastBound,Odessa,ON,44.280865,-76.725389,K0H 2H0
3337,103875,758 Highway 401 E,Morrisburg,ON,44.936530,-75.152310,K0C 1K0
3803,910864,168 Camden Street,Rockland,ME,44.121494,-69.100712,4841
4076,917475,20 Main St,Batavia,NY,42.997999,-78.186777,14020
3661,913815,150 Prospect Street,Attica,NY,42.870794,-78.276896,14011
3780,910734,12479 Olean Road,Chaffee,NY,42.539147,-78.478460,14030
1504,103137,81 Tollgate Rd,Cornwall,ON,45.045328,-74.750531,K6J 5L5
1604,103434,"237, rue Main Est",Coaticook,QC,45.132570,-71.800221,J1A 1N4
3404,100409,764 Hwy 401 Westbound,Ingleside,ON,44.971174,-75.081768,K0C 1M0
36,102284,2690 Brookdale Ave,Cornwall,ON,45.047830,-74.769398,K6J 5Y2
3621,911200,390 West Main Street,Batavia,NY,43.005109,-78.203518,14020
3694,913861,525 North Fraley St,Kane,PA,41.667945,-78.812630,16735
3554,914588,8315 Park Road,Batavia,NY,43.016750,-78.198170,14020
1712,103968,15919 County Road #2,Long Sault,ON,45.027963,-74.895170,K0C 1P0
3432,103978,764 Hwy 401 West,Ingleside,ON,45.010690,-74.997910,K0C 1M0
1420,102922,20345 Canon Street,South Lancaster,ON,45.132679,-74.493549,K0C 2C0
4336,914921,6599 Route 219N,Ellicottville,NY,42.285773,-78.660214,14731
3656,913810,64 East Washington Street,Ellicottville,NY,42.279364,-78.666829,14731
111,103871,27585 Highway 401,Lancaster,ON,45.150560,-74.474860,K0C 1E0
1739,104170,"750, rue Saint-Paul",St-Rémi,QC,45.260008,-73.609755,J0L 2L0
2332,105096,825 rue Lucien-Chénier,Farnham,QC,45.283132,-72.974807,J2N 0A9
3925,913326,567 Broad,Salamanca,NY,42.158322,-78.736293,14779
1380,102829,81 Dundas Street E,Napanee,ON,44.248854,-76.947688,K7R 1J1
459,100741,478 Centre St N,Napanee,ON,44.260422,-76.963035,K7R 1P8
1649,103647,"100, Autoroute 20, local 100",Riviere Beaudette,QC,45.213436,-74.324013,J0P 1R0
3558,914797,9993 Allegheny Road,Darien Center,NY,42.913204,-78.389435,14040
706,101491,"370, boul. Du Séminaire Nord",St-Jean-sur-Richelieu,QC,45.311561,-73.265290,J3B 5L1
2304,104835,"400, boul. Croisetière",St-Jean-sur-Richelieu,QC,45.314753,-73.220337,J2X 0E5
4195,910993,8319 Indian Falls Road,Corfu,NY,43.011410,-78.329515,14036
912,101848,"1008, rue Sherbrooke",Magog,QC,45.271650,-72.138290,J1X 2T1
3787,910765,333 Main Street,Waterville,ME,44.566203,-69.637490,4901
238,100155,"50, rue Alphonse Dejardins",Salaberry-de-Valleyfield,QC,45.257340,-74.128130,J6S 2R3
2599,104840,"2911, chemin Milletta, local # 140",Magog,QC,45.290641,-72.210027,J1X 0R4
1934,100511,"916, rue Douglas",St-Jean-sur-Richelieu,QC,45.332490,-73.284390,J3A 1V1
1410,102884,"180, Omer-Marcil",St-Jean-sur-Richelieu,QC,45.332140,-73.296840,J2W 2V1
959,101916,"805, boul. Mgr-Langlois",Grande-Île,QC,45.267778,-74.142355,J6S 4V3
1256,102553,"2124, boul. Mgr Langlois",Valleyfield,QC,45.271790,-74.117000,J6S 5R1
133,102169,"1, rue St-Denis",Bromont,QC,45.332410,-72.646810,J2L 3G2
4143,919344,161 S. Main Street,Albion,NY,43.241495,-78.193877,14411
3646,911229,408 West Avenue,Albion,NY,43.239570,-78.205380,14411
1587,103372,"611, boul. St-Jean-Baptiste",Mercier,QC,45.322378,-73.738128,J6R 2A8
769,101618,"234, boul. St-Luc",St-Jean-sur-Richelieu,QC,45.352070,-73.293656,J2W 1C2
1721,104013,"2997, rue Brodeur",Saint-Alphonse-de-Granby,QC,45.351723,-72.780862,J0E 2A0
1742,104185,"317, route de Maple Grove",Beauharnois,QC,45.316526,-73.863508,J6N 1M2
519,100925,"122, Route 235",L'Ange-Gardien,QC,45.355960,-72.939320,J0E 1E0
4168,919374,371 South Cascade Dr,Springville,NY,42.499396,-78.690196,14141
3612,911191,184 South Cascade,Springville,NY,42.505070,-78.689400,14141
1499,103129,"262, boul St-Jean-Baptiste",Châteauguay,QC,45.346040,-73.723534,J6K 3C2
1514,103158,400 Rue Strasbourg,Candiac,QC,45.370801,-73.506230,J5R 0B4
3954,914181,12896 Broadway,Alden,NY,42.896273,-78.505864,14004
2020,101090,"251-A, boul. D'Anjou",Châteauguay,QC,45.359358,-73.723353,J6J 2R4
3617,911196,12775 Broadway,Alden,NY,42.894780,-78.511514,14004
1774,104522,"115, rue Saint-Pierre",Saint-Constant,QC,45.373047,-73.569256,J5A 2G8
780,101636,"17, boul. St-Jean-Baptiste",Châteauguay,QC,45.367333,-73.710643,J6J 3H5
3384,103011,"3456, Hwy 138",Monkland,ON,45.193772,-74.882898,K0C 1V0
1223,102457,"19, Georges-Gagné",Delson,QC,45.383230,-73.548090,J2B 2C9
3751,914701,636 Girard Avenue East ,Aurora,NY,42.773894,-78.611256,14052
372,100544,"396, Route 132",St-Constant,QC,45.392290,-73.579390,J5A 2J8
1841,100241,"405, rue Principale",Granby,QC,45.403309,-72.734060,J2G 2W9
1545,103220,"4780, route 132",Ste-Catherine,QC,45.393380,-73.582390,J5C 1V9
1762,104422,"80, rue Robinson Sud",Granby ,QC,45.405819,-72.743293,J2G 7L4
1386,102838,12001 County Rd 3,Winchester,ON,45.086441,-75.374397,K0C 2K0
4027,915684,44 Hamburg St,East Aurora,NY,42.766766,-78.629756,14052
2248,103741,"2340, chemin des patriotes",Richelieu,QC,45.412010,-73.241270,J3L 6M7
1469,103057,2030 Route 112,St-Césaire,QC,45.414302,-73.013058,J0L 1T0
3597,911173,65 Grey Street,East Aurora,NY,42.766988,-78.631342,14052
2308,105076,"1050, boul. Taschereau", La Prairie,QC,45.407630,-73.497017,J5R 1W6
1747,104272,1020 rue Principale ,Granby,QC,45.416381,-72.759835,J2J 2N7
1690,103880,PO Box 2274 Route 132,Kahnawake,QC,45.402400,-73.672945,J0L 1B0
1573,103290,"575, rue St-Hubert",Granby,QC,45.421950,-72.725329,J2H 1Y5
1010,101996,"155, boul. Taschereau",La Prairie,QC,45.417380,-73.487980,J5R 6G8
1542,103215,"3601, boul. Fréchette",Chambly,QC,45.427000,-73.311130,J3L 0A7
595,101158,470 Dundas St E,Belleville,ON,44.167460,-77.353160,K8N 1G1
4208,913558,9230 7th Avenue #28,Norfolk,VA,36.946887,-76.274769,23511
812,101694,"420, boul. Harwood",Vaudreuil-Dorion,QC,45.377480,-74.023020,J7V 7H4
951,101907,2600 Hwy 43,Kemptville,ON,45.018339,-75.658814,K0G 1J0
3474,911033,661 Jamison Road,Elma,NY,42.805143,-78.636978,14059
